id,area,amoblado,numero_habitaciones
132833,38,27,1,2
132834,52,08,1,3
132835,30,17,1,2
132836,74,71,1,4
132837,49,06,1,3
132838,66,43,1,4
132839,75,90,0,4
132840,65,99,0,4
132841,71,76,0,4
132842,30,68,1,1
132843,55,92,1,2
132844,52,63,1,1
132845,75,93,1,3
132846,72,97,0,1
132847,79,25,0,2
132848,74,20,0,3
132849,58,15,1,4
132850,74,42,1,2
132851,76,31,0,3
132852,44,74,0,3
132853,25,47,0,4
132854,47,84,1,4
132855,38,65,0,3
132856,62,62,1,3
132857,36,56,0,4
132858,33,92,0,2
132859,64,45,0,2
132860,38,72,0,1
132861,26,31,1,2
132862,48,40,1,4
132863,69,51,1,4
132864,71,86,1,3
132865,70,32,0,4
132866,51,70,0,3
132867,50,76,0,3
132868,75,86,1,4
132869,47,37,0,3
132870,56,49,1,1
132871,76,19,0,2
132872,46,04,0,1
132873,38,23,0,1
132874,73,40,1,3
132875,28,57,1,4
132876,27,75,0,4
132877,33,36,0,1
132878,39,14,0,1
132879,40,90,0,2
132880,70,77,0,4
132881,45,39,0,2
132882,64,79,1,1
132883,63,99,1,1
132884,54,00,1,4
132885,51,64,1,4
132886,62,48,1,3
132887,26,37,1,4
132888,39,37,0,4
132889,52,81,1,3
132890,46,66,0,2
132891,45,57,0,1
132892,49,17,0,4
132893,29,64,1,4
132894,79,73,1,1
132895,33,89,0,2
132896,31,65,1,3
132897,71,74,0,1
132898,79,12,1,2
132899,54,38,0,4
132900,43,55,1,1
132901,40,81,0,4
132902,51,25,1,1
132903,40,54,0,2
132904,37,59,0,1
132905,53,31,0,2
132906,65,77,1,3
132907,30,78,1,4
132908,41,93,0,3
132909,49,13,0,2
132910,31,16,0,4
132911,60,71,1,3
132912,27,52,1,1
132913,65,39,0,3
132914,72,04,0,1
132915,50,58,0,1
132916,29,83,1,2
132917,31,75,0,3
132918,62,87,0,4
132919,75,64,0,4
132920,30,81,0,4
132921,48,57,1,1
132922,68,76,0,2
132923,47,94,1,2
132924,59,42,1,3
132925,33,59,0,1
132926,52,23,1,1
132927,67,01,0,2
132928,50,86,0,3
132929,57,27,0,1
132930,35,68,0,1
132931,59,95,1,4
132932,35,41,0,4
132933,77,64,1,4
132934,40,75,1,1
132935,43,92,0,4
132936,53,92,1,2
132937,41,06,0,2
132938,71,49,0,3
132939,44,10,1,3
132940,31,28,0,1
132941,77,16,1,1
132942,43,85,0,3
132943,25,24,0,1
132944,61,96,1,2
132945,58,25,1,1
132946,38,15,0,2
132947,48,31,1,3
132948,56,96,1,2
132949,73,09,0,1
132950,29,45,1,3
132951,72,56,1,3
132952,65,64,1,2
132953,51,04,0,4
132954,47,45,1,2
132955,55,27,1,4
132956,50,77,0,3
132957,76,06,1,2
132958,65,89,0,1
132959,65,28,1,3
132960,76,77,1,3
132961,53,98,1,3
132962,36,25,0,4
132963,48,07,0,1
132964,60,00,0,2
132965,40,48,1,3
132966,61,10,0,4
132967,55,11,1,4
132968,30,09,1,4
132969,74,20,1,2
132970,35,23,0,2
132971,69,98,0,1
132972,57,25,1,1
132973,46,59,0,2
132974,26,97,0,3
132975,59,80,1,4
132976,55,27,1,2
132977,28,60,1,1
132978,35,64,0,3
132979,73,52,1,3
132980,58,11,1,3
132981,44,00,0,2
132982,60,20,1,3
132983,58,04,1,2
132984,26,54,1,3
132985,75,59,0,4
132986,65,55,0,4
132987,67,52,0,4
132988,38,90,1,2
132989,50,78,0,4
132990,77,89,0,3
132991,55,70,1,4
132992,59,40,1,4
132993,43,70,1,1
132994,29,11,1,3
132995,43,88,0,4
132996,55,34,1,2
132997,42,40,0,3
132998,36,14,0,4
132999,61,56,0,4
133000,66,44,1,4
133001,59,66,1,3
133002,60,54,1,1
133003,41,02,1,1
133004,29,46,0,1
133005,58,23,0,4
133006,60,31,1,2
133007,48,68,0,3
133008,47,77,0,3
133009,54,21,0,3
133010,27,02,0,2
133011,37,02,0,2
133012,36,94,1,3
133013,29,62,1,4
133014,55,46,0,4
133015,25,34,1,1
133016,65,55,0,4
133017,41,84,0,4
133018,44,43,0,4
133019,39,85,0,2
133020,48,83,1,4
133021,64,28,1,3
133022,45,93,0,1
133023,68,14,0,1
133024,76,93,1,3
133025,26,59,0,3
133026,39,99,0,2
133027,52,37,0,2
133028,53,62,0,4
133029,60,20,0,2
133030,37,47,1,3
133031,30,60,0,3
133032,33,31,0,4
133033,71,42,0,3
133034,32,46,0,2
133035,44,82,0,1
133036,27,07,0,1
133037,54,04,0,2
133038,42,41,1,2
133039,48,92,1,3
133040,28,71,0,1
133041,47,82,1,2
133042,75,34,1,2
133043,51,42,0,3
133044,77,63,1,1
133045,61,49,1,3
133046,32,76,1,2
133047,69,85,1,2
133048,64,23,0,1
133049,56,01,1,4
133050,45,68,1,2
133051,46,47,0,4
133052,25,85,1,4
133053,37,88,0,3
133054,67,63,1,3
133055,68,02,0,3
133056,63,24,0,1
133057,42,99,0,4
133058,63,24,0,1
133059,36,69,0,1
133060,61,37,0,3
133061,35,18,0,4
133062,60,86,1,2
133063,46,66,0,1
133064,45,34,1,3
133065,36,11,1,2
133066,53,77,1,1
133067,79,09,0,3
133068,48,26,1,4
133069,69,77,1,3
133070,49,34,0,2
133071,57,76,0,4
133072,65,21,0,3
133073,79,01,0,4
133074,42,99,1,4
133075,56,98,1,3
133076,65,40,0,2
133077,61,26,1,1
133078,46,25,0,1
133079,30,33,0,3
133080,61,93,1,4
133081,72,06,0,2
133082,53,81,0,2
133083,45,80,1,1
133084,72,41,1,2
133085,66,59,1,4
133086,62,92,0,4
133087,51,98,0,4
133088,55,88,1,1
133089,77,02,1,3
133090,74,13,0,4
133091,28,98,0,2
133092,49,07,1,2
133093,71,62,1,1
133094,73,77,1,2
133095,79,19,1,4
133096,26,10,1,1
133097,77,11,1,4
133098,29,16,1,3
133099,25,83,0,2
133100,40,31,0,1
133101,35,87,0,3
133102,53,77,0,3
133103,44,28,0,4
133104,70,17,0,4
133105,79,29,0,2
133106,27,11,1,4
133107,60,49,1,3
133108,48,28,0,3
133109,50,08,0,1
133110,34,35,1,4
133111,64,65,1,1
133112,34,70,1,2
133113,48,03,0,2
133114,55,25,0,4
133115,55,62,0,2
133116,60,35,1,1
133117,70,77,1,3
133118,31,95,0,1
133119,53,12,0,4
133120,34,75,1,4
133121,65,44,0,2
133122,48,82,0,2
133123,48,45,0,2
133124,59,72,0,1
133125,27,08,1,4
133126,79,77,1,4
133127,62,39,1,2
133128,62,87,0,4
133129,36,27,0,2
133130,61,18,1,3
133131,33,59,0,2
133132,25,36,0,3
133133,33,93,1,3
133134,66,26,0,3
133135,75,29,0,3
133136,39,61,0,4
133137,77,29,1,2
133138,76,69,1,2
133139,25,46,1,4
133140,57,98,1,1
133141,33,80,0,4
133142,50,91,1,1
133143,26,33,1,4
133144,53,03,0,2
133145,39,69,0,4
133146,45,63,1,1
133147,40,71,1,2
133148,28,83,1,2
133149,74,99,0,1
133150,37,74,1,4
133151,66,31,1,3
133152,56,93,0,4
133153,55,05,0,1
133154,40,62,1,2
133155,64,37,0,2
133156,50,00,0,3
133157,65,71,0,1
133158,55,07,0,2
133159,49,15,0,4
133160,52,50,0,1
133161,30,28,1,4
133162,61,96,1,2
133163,47,41,0,1
133164,75,98,0,1
133165,67,65,1,3
133166,29,36,1,3
133167,72,54,0,2
133168,41,07,0,3
133169,56,22,0,1
133170,48,35,0,3
133171,32,70,1,1
133172,40,20,1,4
133173,53,88,1,3
133174,59,09,1,2
133175,77,13,0,1
133176,43,03,1,1
133177,66,04,0,2
133178,38,90,0,1
133179,34,23,0,3
133180,55,48,0,1
133181,66,70,0,1
133182,47,93,0,3
133183,51,25,0,1
133184,63,71,1,4
133185,46,88,0,2
133186,38,23,1,1
133187,55,62,0,1
133188,77,35,1,1
133189,61,08,0,1
133190,41,83,1,2
133191,76,25,0,3
133192,46,38,1,2
133193,53,15,1,3
133194,35,09,1,4
133195,30,41,1,2
133196,32,70,1,2
133197,77,47,0,3
133198,29,42,0,1
133199,47,52,1,2
133200,38,85,1,4
133201,29,37,1,2
133202,58,16,1,4
133203,35,93,0,2
133204,50,41,0,4
133205,57,08,0,3
133206,33,07,1,4
133207,54,03,0,4
133208,75,95,1,1
133209,38,20,0,2
133210,76,18,1,1
133211,61,51,0,1
133212,40,67,0,1
133213,33,42,0,1
133214,61,61,1,1
133215,41,75,1,4
133216,61,95,1,4
133217,75,30,1,4
133218,45,82,1,4
133219,48,91,1,4
133220,39,77,1,4
133221,62,50,1,4
133222,38,61,1,3
133223,29,19,1,3
133224,63,22,1,3
133225,30,57,1,1
133226,67,38,0,2
133227,59,22,0,3
133228,70,84,1,3
133229,59,79,0,3
133230,55,93,0,1
133231,69,48,1,2
133232,27,92,1,2
133233,25,17,1,2
133234,68,24,1,3
133235,53,84,0,2
133236,59,42,0,3
133237,31,36,0,3
133238,70,20,1,3
133239,56,54,1,3
133240,36,34,0,4
133241,60,29,1,2
133242,40,29,1,3
133243,56,24,1,4
133244,36,83,0,3
133245,71,20,1,3
133246,43,42,1,4
133247,77,86,0,3
133248,27,75,0,2
133249,36,54,1,2
133250,25,07,1,2
133251,72,70,0,3
133252,73,85,0,2
133253,43,24,0,3
133254,50,24,1,3
133255,75,30,0,2
133256,49,89,1,4
133257,33,16,1,2
133258,65,40,0,4
133259,59,42,0,4
133260,42,74,0,2
133261,27,18,0,1
133262,67,08,0,1
133263,48,10,1,3
133264,49,54,1,2
133265,76,76,1,4
133266,27,80,0,1
133267,46,85,1,3
133268,35,04,1,3
133269,60,63,1,3
133270,28,61,0,4
133271,30,29,0,1
133272,58,92,1,2
133273,29,23,0,3
133274,63,34,0,2
133275,27,67,1,4
133276,50,88,0,1
133277,63,31,1,2
133278,58,27,0,4
133279,61,11,1,1
133280,72,05,0,4
133281,35,53,1,2
133282,49,34,0,4
133283,56,21,0,1
133284,27,69,0,4
133285,50,77,1,1
133286,40,77,0,4
133287,29,83,0,1
133288,51,98,1,2
133289,35,84,1,4
133290,75,99,0,4
133291,76,00,1,1
133292,67,11,1,3
133293,57,62,1,1
133294,61,79,1,2
133295,34,85,0,3
133296,69,02,1,4
133297,68,16,0,3
133298,37,12,1,3
133299,53,95,1,2
133300,50,42,1,1
133301,69,38,1,2
133302,42,65,1,3
133303,34,34,0,1
133304,27,56,0,4
133305,48,14,0,3
133306,32,96,0,2
133307,75,14,0,3
133308,76,54,1,4
133309,51,20,0,3
133310,59,02,0,3
133311,53,12,0,1
133312,41,53,1,2
133313,68,16,0,1
133314,55,81,0,1
133315,29,33,1,1
133316,40,34,1,1
133317,61,93,1,1
133318,30,95,0,1
133319,64,55,0,3
133320,50,57,0,1
133321,29,71,0,3
133322,69,74,1,3
133323,51,17,0,4
133324,33,82,0,3
133325,39,41,1,3
133326,54,65,0,4
133327,77,13,0,4
133328,75,29,1,1
133329,71,17,1,2
133330,72,09,1,1
133331,71,53,1,2
133332,63,17,1,2
133333,61,68,0,3
133334,42,11,1,4
133335,37,17,0,3
133336,25,93,1,2
133337,78,04,0,1
133338,25,40,1,2
133339,56,00,1,3
133340,35,33,0,1
133341,66,56,1,2
133342,52,28,0,3
133343,46,32,0,1
133344,35,05,1,3
133345,38,52,0,4
133346,34,04,0,1
133347,37,70,1,2
133348,69,11,0,4
133349,50,01,1,4
133350,34,20,0,3
133351,59,12,1,3
133352,51,48,1,4
133353,74,43,0,2
133354,76,82,0,4
133355,74,25,1,4
133356,32,35,0,4
133357,79,66,1,4
133358,61,97,0,2
133359,51,64,1,4
133360,71,75,0,4
133361,69,49,1,3
133362,61,71,1,3
133363,43,46,1,3
133364,63,46,1,2
133365,26,91,1,2
133366,73,57,1,4
133367,70,94,1,2
133368,62,66,1,1
133369,65,37,1,2
133370,49,78,1,1
133371,48,91,1,3
133372,33,82,0,4
133373,45,20,1,2
133374,50,50,0,2
133375,27,08,1,1
133376,40,83,1,3
133377,47,56,1,3
133378,71,51,1,3
133379,43,62,0,4
133380,54,99,0,3
133381,34,38,1,3
133382,29,54,0,4
133383,47,39,0,4
133384,60,52,0,2
133385,59,36,0,3
133386,66,55,0,2
133387,46,55,0,1
133388,71,03,0,3
133389,38,15,1,1
133390,37,91,0,3
133391,70,15,1,2
133392,72,44,0,1
133393,59,01,0,4
133394,28,14,1,2
133395,44,27,1,2
133396,27,58,1,2
133397,30,51,1,1
133398,30,20,1,3
133399,50,03,0,4
133400,47,20,1,3
133401,70,77,0,4
133402,71,35,1,1
133403,32,74,1,2
133404,66,28,0,3
133405,53,74,1,3
133406,27,55,0,4
133407,48,87,0,2
133408,41,61,0,1
133409,32,86,0,2
133410,67,03,0,2
133411,59,68,0,3
133412,33,15,0,3
133413,35,01,1,1
133414,34,31,0,4
133415,65,83,1,4
133416,26,83,0,3
133417,26,30,0,1
133418,32,43,0,4
133419,65,50,0,1
133420,38,28,1,4
133421,36,64,0,2
133422,76,47,0,1
133423,53,74,1,3
133424,38,48,1,2
133425,34,66,1,3
133426,79,50,1,2
133427,43,39,0,2
133428,54,47,0,4
133429,58,50,1,2
133430,51,44,0,4
133431,66,96,1,2
133432,60,57,1,4
133433,73,57,0,3
133434,57,70,0,3
133435,66,10,1,1
133436,25,07,1,1
133437,41,13,1,2
133438,48,17,0,3
133439,59,79,1,3
133440,40,22,0,2
133441,59,23,1,4
133442,71,38,0,1
133443,42,88,1,3
133444,57,96,0,2
133445,73,71,0,1
133446,43,50,1,3
133447,62,00,0,3
133448,52,47,1,3
133449,73,55,1,4
133450,65,73,0,4
133451,67,25,0,2
133452,77,97,0,4
133453,56,70,1,1
133454,49,21,0,1
133455,27,18,0,2
133456,26,87,1,1
133457,46,30,1,2
133458,55,31,0,1
133459,45,50,1,2
133460,28,41,0,2
133461,64,87,0,4
133462,68,11,1,2
133463,76,68,1,3
133464,56,44,0,2
133465,70,30,1,4
133466,69,78,1,1
133467,41,36,1,2
133468,66,35,1,1
133469,47,37,1,3
133470,62,15,0,1
133471,68,64,0,1
133472,30,66,0,4
133473,42,74,1,2
133474,63,12,0,4
133475,78,58,0,2
133476,58,21,1,1
133477,33,71,0,4
133478,33,71,0,4
133479,52,00,1,2
133480,35,13,1,3
133481,53,64,0,1
133482,37,07,0,3
133483,73,09,0,4
133484,48,83,0,3
133485,74,09,1,4
133486,50,66,0,4
133487,38,86,1,4
133488,46,33,1,3
133489,47,14,1,4
133490,56,32,0,4
133491,33,94,0,3
133492,75,26,0,1
133493,27,43,1,2
133494,54,33,0,4
133495,45,50,1,2
133496,73,50,0,1
133497,39,63,1,2
133498,57,38,0,4
133499,40,25,1,1
133500,31,63,0,4
133501,51,97,1,4
133502,55,51,1,4
133503,37,62,1,2
133504,68,32,1,4
133505,31,21,0,2
133506,44,50,1,3
133507,46,00,0,4
133508,53,06,1,3
133509,36,53,1,2
133510,63,96,1,4
133511,73,68,0,1
133512,40,63,1,4
133513,71,63,1,2
133514,76,11,0,1
133515,63,34,1,2
133516,29,81,1,3
133517,47,22,0,4
133518,70,78,0,1
133519,75,01,0,4
133520,41,74,0,2
133521,66,20,1,1
133522,70,97,1,1
133523,67,64,1,3
133524,34,30,0,4
133525,40,27,1,2
133526,67,17,0,3
133527,78,35,1,1
133528,77,78,0,2
133529,66,44,0,1
133530,57,57,0,2
133531,69,21,1,3
133532,42,46,0,3
133533,30,22,0,4
133534,73,31,0,3
133535,28,59,1,3
133536,40,20,0,4
133537,32,68,0,4
133538,63,68,1,4
133539,53,96,1,2
133540,50,63,0,4
133541,27,91,0,2
133542,71,74,1,2
133543,26,80,0,3
133544,34,24,1,2
133545,64,61,1,4
133546,37,80,1,2
133547,74,91,0,3
133548,61,13,0,2
133549,72,54,1,2
133550,66,52,1,3
133551,68,36,0,1
133552,29,27,1,1
133553,49,26,0,1
133554,31,47,0,4
133555,55,85,0,3
133556,31,14,0,4
133557,64,69,0,3
133558,61,92,1,4
133559,25,20,1,3
133560,79,20,1,2
133561,74,19,0,1
133562,39,44,1,2
133563,57,15,0,4
133564,32,88,1,4
133565,59,66,1,2
133566,29,81,1,4
133567,58,71,0,1
133568,66,49,0,1
133569,36,39,0,3
133570,72,15,0,4
133571,51,94,1,1
133572,50,67,1,2
133573,74,32,1,1
133574,72,83,0,1
133575,52,93,1,4
133576,56,16,0,1
133577,78,58,1,2
133578,41,58,0,1
133579,35,57,0,3
133580,66,81,1,2
133581,59,93,1,1
133582,32,64,0,1
133583,54,46,1,1
133584,55,89,1,1
133585,43,41,0,4
133586,51,97,0,3
133587,70,39,0,3
133588,71,15,0,3
133589,42,31,0,3
133590,64,22,1,4
133591,57,57,1,2
133592,70,50,1,4
133593,64,46,1,1
133594,29,15,0,3
133595,57,04,0,1
133596,26,38,1,2
133597,45,19,0,2
133598,33,46,0,3
133599,45,17,0,1
133600,39,74,0,1
133601,40,01,0,4
133602,49,99,1,1
133603,63,09,0,4
133604,31,28,1,1
133605,66,70,0,4
133606,58,48,1,3
133607,72,33,0,3
133608,27,68,1,2
133609,67,74,0,4
133610,38,48,0,1
133611,65,03,1,4
133612,53,59,1,4
133613,57,01,1,2
133614,61,85,1,2
133615,72,97,1,1
133616,49,31,0,2
133617,38,77,0,3
133618,73,52,1,3
133619,50,69,0,1
133620,39,10,1,4
133621,43,05,1,1
133622,58,44,0,1
133623,37,72,0,1
133624,53,88,1,1
133625,51,74,0,3
133626,38,62,1,2
133627,48,40,1,1
133628,39,00,0,3
133629,78,55,0,4
133630,74,04,1,4
133631,29,36,1,4
133632,39,50,0,4
133633,42,77,0,4
133634,33,07,1,3
133635,75,71,0,4
133636,66,30,0,3
133637,40,78,1,1
133638,66,56,0,3
133639,64,30,1,4
133640,74,70,1,2
133641,30,16,1,1
133642,27,61,1,4
133643,69,72,0,1
133644,49,20,0,1
133645,38,28,1,4
133646,66,20,1,4
133647,53,14,1,2
133648,76,80,0,3
133649,68,06,0,3
133650,75,98,1,1
133651,71,53,0,1
133652,47,93,1,1
133653,43,22,1,3
133654,66,74,1,4
133655,64,21,1,3
133656,26,40,1,4
133657,52,06,1,4
133658,79,66,1,3
133659,25,62,0,4
133660,48,49,1,4
133661,58,72,1,1
133662,32,87,0,1
133663,41,45,0,4
133664,52,58,0,4
133665,33,85,0,2
133666,53,54,1,2
133667,38,26,1,3
133668,67,43,0,1
133669,33,90,1,2
133670,35,15,0,2
133671,43,09,0,4
133672,58,29,1,1
133673,55,13,0,1
133674,66,66,0,2
133675,25,19,0,3
133676,25,84,0,1
133677,34,18,1,2
133678,30,08,1,4
133679,27,82,0,3
133680,72,99,0,3
133681,32,62,0,4
133682,42,73,1,4
133683,76,58,0,4
133684,72,79,1,2
133685,46,64,0,3
133686,39,48,1,3
133687,54,81,1,2
133688,71,80,0,4
133689,75,38,1,2
133690,54,32,0,1
133691,74,11,0,1
133692,69,54,0,4
133693,77,28,0,4
133694,31,95,0,2
133695,52,37,0,4
133696,49,70,1,3
133697,53,85,1,1
133698,63,77,1,3
133699,41,95,0,3
133700,25,43,0,4
133701,55,95,0,4
133702,60,32,0,4
133703,77,75,1,2
133704,78,20,1,4
133705,58,25,1,4
133706,77,19,0,2
133707,71,93,0,4
133708,31,52,0,3
133709,34,00,0,3
133710,76,70,1,3
133711,40,15,1,1
133712,25,11,1,1
133713,62,66,0,2
133714,72,73,1,3
133715,47,12,0,4
133716,66,63,1,3
133717,79,87,1,3
133718,75,92,0,2
133719,38,84,1,4
133720,53,09,0,1
133721,39,47,1,2
133722,56,61,1,1
133723,67,87,1,4
133724,75,84,0,2
133725,36,34,1,3
133726,72,03,1,1
133727,53,70,0,1
133728,44,52,0,1
133729,36,14,1,2
133730,60,60,1,3
133731,47,38,0,1
133732,65,95,1,2
133733,39,80,1,1
133734,39,08,1,2
133735,42,42,0,2
133736,62,85,0,2
133737,49,24,0,3
133738,59,85,0,3
133739,39,47,1,3
133740,34,95,0,1
133741,73,09,0,2
133742,73,89,1,1
133743,44,86,0,3
133744,36,33,0,3
133745,44,07,0,1
133746,60,46,0,4
133747,35,17,1,4
133748,39,93,0,4
133749,77,76,0,2
133750,65,75,0,1
133751,28,48,1,2
133752,76,28,1,2
133753,61,79,1,4
133754,26,83,1,2
133755,59,96,0,1
133756,55,46,0,3
133757,70,04,1,2
133758,46,53,0,2
133759,61,61,0,3
133760,77,73,0,3
133761,40,60,0,1
133762,75,90,1,1
133763,47,61,1,4
133764,57,87,1,2
133765,29,98,0,2
133766,38,30,0,1
133767,52,52,1,2
133768,67,94,1,1
133769,71,73,0,4
133770,42,67,0,3
133771,37,44,0,2
133772,50,48,0,4
133773,44,76,0,4
133774,40,91,1,3
133775,73,38,0,2
133776,32,04,0,2
133777,76,90,0,4
133778,63,12,1,1
133779,49,09,1,1
133780,30,87,0,2
133781,28,24,1,4
133782,41,81,0,4
133783,54,45,0,3
133784,66,44,0,2
133785,74,09,0,1
133786,68,58,1,2
133787,42,87,1,4
133788,48,20,0,4
133789,65,08,0,1
133790,69,28,1,1
133791,63,87,1,1
133792,42,74,0,3
133793,31,49,0,4
133794,50,20,0,1
133795,39,41,1,4
133796,60,11,0,1
133797,60,44,1,1
133798,52,66,0,4
133799,43,52,0,3
133800,44,85,0,1
133801,57,59,0,2
133802,63,64,0,3
133803,70,98,0,3
133804,75,41,1,2
133805,55,66,0,1
133806,63,02,1,2
133807,78,31,0,2
133808,59,05,1,4
133809,53,75,1,3
133810,42,50,0,2
133811,30,96,0,4
133812,35,68,0,1
133813,73,00,0,3
133814,56,97,1,1
133815,62,38,0,1
133816,42,73,0,1
133817,72,94,0,2
133818,38,58,1,2
133819,72,99,0,2
133820,34,51,1,1
133821,53,87,0,2
133822,66,24,0,4
133823,48,18,0,2
133824,65,73,1,2
133825,77,43,0,4
133826,29,06,1,2
133827,70,68,0,4
133828,51,83,1,3
133829,26,92,0,1
133830,34,83,1,1
133831,38,38,0,1
133832,60,88,1,4
133833,55,18,0,2
133834,76,88,0,1
133835,34,23,0,3
133836,69,83,0,1
133837,51,44,1,4
133838,51,06,1,2
133839,34,61,0,3
133840,70,17,0,3
133841,70,64,1,1
133842,39,77,1,2
133843,72,97,0,3
133844,78,76,1,1
133845,63,68,1,1
133846,58,55,0,1
133847,28,42,0,1
133848,44,16,1,2
133849,58,51,0,1
133850,63,84,1,3
133851,26,59,0,4
133852,35,63,0,4
133853,34,98,1,2
133854,51,11,0,2
133855,64,51,0,1
133856,35,88,1,2
133857,28,27,0,2
133858,47,75,1,1
133859,35,43,0,1
133860,36,71,1,2
133861,75,72,0,4
133862,40,93,1,4
133863,34,94,0,3
133864,52,53,0,3
133865,70,10,1,3
133866,32,96,1,1
133867,63,18,1,4
133868,46,67,1,3
133869,49,72,1,1
133870,78,01,1,1
133871,57,21,1,2
133872,63,92,0,3
133873,49,62,1,4
133874,70,54,0,2
133875,71,09,1,2
133876,58,22,0,3
133877,71,37,1,2
133878,56,40,1,2
133879,34,29,1,2
133880,68,89,1,4
133881,65,50,0,4
133882,52,76,1,3
133883,77,74,0,3
133884,38,93,1,3
133885,40,80,1,2
133886,29,52,1,2
133887,60,65,0,2
133888,43,87,0,4
133889,55,11,0,3
133890,39,57,1,1
133891,71,16,1,2
133892,46,99,1,1
133893,71,40,1,1
133894,52,33,0,1
133895,74,32,0,1
133896,46,01,0,2
133897,77,13,1,4
133898,67,66,1,4
133899,57,98,1,4
133900,51,09,0,1
133901,44,88,1,3
133902,29,16,1,1
133903,27,38,1,4
133904,60,11,0,3
133905,37,33,0,4
133906,76,71,0,1
133907,47,90,1,4
133908,73,42,0,3
133909,44,71,1,2
133910,47,09,1,2
133911,67,35,1,2
133912,66,61,0,4
133913,39,24,0,4
133914,32,00,0,1
133915,44,51,1,3
133916,66,62,1,2
133917,32,27,1,3
133918,36,18,0,3
133919,77,42,0,2
133920,74,78,0,2
133921,62,31,1,4
133922,37,37,0,1
133923,52,78,0,4
133924,48,43,0,4
133925,26,19,0,1
133926,40,93,0,3
133927,65,63,0,1
133928,35,86,0,3
133929,25,24,1,1
133930,70,38,1,4
133931,54,28,1,2
133932,69,34,1,3
133933,47,95,0,1
133934,74,18,0,4
133935,42,09,1,2
133936,73,66,1,2
133937,76,11,0,1
133938,44,13,1,2
133939,65,76,0,2
133940,49,50,1,3
133941,75,38,0,4
133942,36,90,1,1
133943,48,53,1,4
133944,44,16,0,1
133945,38,52,1,3
133946,71,84,0,1
133947,70,49,1,3
133948,59,30,0,3
133949,74,97,1,2
133950,71,33,1,2
133951,56,59,0,2
133952,49,85,0,1
133953,59,74,0,2
133954,59,69,0,4
133955,72,38,1,2
133956,33,26,0,4
133957,57,35,0,3
133958,28,64,0,1
133959,60,93,0,4
133960,35,47,0,2
133961,39,58,0,3
133962,63,13,1,2
133963,31,14,1,2
133964,39,15,1,2
133965,55,81,0,3
133966,28,70,1,1
133967,44,13,0,2
133968,78,72,1,3
133969,73,08,0,2
133970,58,58,1,2
133971,40,48,0,1
133972,28,83,0,1
133973,34,32,0,2
133974,72,52,0,3
133975,28,24,0,2
133976,44,41,1,3
133977,63,90,0,4
133978,59,32,1,4
133979,67,18,1,2
133980,44,98,0,4
133981,70,51,1,1
133982,77,33,1,2
133983,59,54,1,4
133984,61,00,0,2
133985,55,79,1,3
133986,58,71,1,1
133987,25,81,1,2
133988,71,55,1,4
133989,50,80,0,4
133990,46,39,0,3
133991,52,02,0,3
133992,44,70,0,2
133993,72,57,0,1
133994,44,28,1,3
133995,25,72,1,1
133996,45,57,1,4
133997,52,57,1,4
133998,45,70,0,3
133999,66,10,0,3
134000,41,18,1,1
134001,38,60,1,2
134002,44,49,1,3
134003,65,20,1,4
134004,74,68,0,1
134005,76,65,0,1
134006,33,60,0,2
134007,55,10,1,3
134008,47,63,1,1
134009,47,61,0,1
134010,51,30,0,4
134011,44,41,1,1
134012,62,71,1,3
134013,69,88,1,4
134014,73,38,1,2
134015,76,12,1,2
134016,55,07,1,1
134017,74,12,1,1
134018,41,69,0,4
134019,77,83,0,4
134020,71,09,1,2
134021,60,23,1,3
134022,32,68,1,3
134023,63,75,0,1
134024,28,24,0,1
134025,79,86,1,3
134026,57,08,0,3
134027,66,32,1,3
134028,34,36,1,1
134029,31,09,0,1
134030,70,39,1,2
134031,49,57,0,1
134032,74,25,1,1
134033,79,05,0,2
134034,77,11,1,2
134035,75,56,1,2
134036,64,65,1,2
134037,52,95,1,4
134038,39,13,0,3
134039,32,70,0,2
134040,53,92,1,3
134041,67,94,0,3
134042,63,84,1,4
134043,72,48,0,4
134044,63,49,1,1
134045,48,14,1,4
134046,76,09,1,2
134047,35,74,0,3
134048,42,15,0,1
134049,58,56,0,2
134050,31,92,1,1
134051,31,73,0,1
134052,64,54,1,3
134053,35,79,0,2
134054,37,09,0,1
134055,61,45,1,2
134056,75,14,1,4
134057,50,33,0,4
134058,73,52,0,3
134059,51,89,1,2
134060,66,06,0,1
134061,60,65,1,3
134062,59,43,0,3
134063,49,20,1,3
134064,46,37,0,2
134065,54,20,1,1
134066,74,59,1,4
134067,64,67,1,4
134068,28,75,1,3
134069,32,67,1,4
134070,61,71,0,1
134071,54,22,0,4
134072,54,34,0,1
134073,58,04,0,4
134074,63,19,0,1
134075,71,85,0,3
134076,31,21,1,4
134077,45,11,0,2
134078,66,02,1,3
134079,37,31,1,4
134080,77,78,1,1
134081,25,11,0,2
134082,25,51,0,2
134083,35,73,1,1
134084,70,80,0,3
134085,62,60,0,3
134086,48,24,1,1
134087,50,10,0,2
134088,42,73,0,3
134089,57,08,0,2
134090,41,18,0,3
134091,45,93,0,3
134092,55,87,1,1
134093,76,48,0,4
134094,46,91,0,4
134095,48,93,1,2
134096,67,93,0,3
134097,76,59,0,1
134098,64,37,0,3
134099,50,12,0,4
134100,50,01,0,2
134101,66,06,1,3
134102,58,30,0,3
134103,71,75,0,1
