id,cantidad,fecha,operador
52462,509,2020/05/1,52462
52463,168,2020/05/1,52463
52464,1567,2020/05/1,52464
52465,384,2020/05/1,52465
52466,1442,2020/05/1,52466
52467,1601,2020/05/1,52467
52468,71,2020/05/1,52468
52469,1439,2020/05/1,52469
52470,209,2020/05/1,52470
52471,688,2020/05/1,52471
52472,1053,2020/05/1,52472
52473,1014,2020/05/1,52473
52474,99,2020/05/1,52474
52475,638,2020/05/1,52475
52476,1238,2020/05/1,52476
52477,1427,2020/05/1,52477
52478,1740,2020/05/1,52478
52479,869,2020/05/1,52479
52480,234,2020/05/1,52480
52481,362,2020/05/1,52481
52482,1313,2020/05/1,52482
52483,1810,2020/05/1,52483
52484,1648,2020/05/1,52484
52485,104,2020/05/1,52485
52486,1307,2020/05/1,52486
52487,1381,2020/05/1,52487
52488,354,2020/05/1,52488
52489,1353,2020/05/1,52489
52490,594,2020/05/1,52490
52491,1321,2020/05/1,52491
52492,232,2020/05/1,52492
52493,1262,2020/05/1,52493
52494,1246,2020/05/1,52494
52495,1755,2020/05/1,52495
52496,1535,2020/05/1,52496
52497,1484,2020/05/1,52497
52498,1401,2020/05/1,52498
52499,1663,2020/05/1,52499
52500,1727,2020/05/1,52500
52501,1426,2020/05/1,52501
52502,1440,2020/05/1,52502
52503,1404,2020/05/1,52503
52504,752,2020/05/1,52504
52505,1767,2020/05/1,52505
52506,1840,2020/05/1,52506
52507,1615,2020/05/1,52507
52508,886,2020/05/1,52508
52509,937,2020/05/1,52509
52510,1910,2020/05/1,52510
52511,1057,2020/05/1,52511
52512,858,2020/05/1,52512
52513,1255,2020/05/1,52513
52514,632,2020/05/1,52514
52515,629,2020/05/1,52515
52516,278,2020/05/1,52516
52517,753,2020/05/1,52517
52518,1385,2020/05/1,52518
52519,345,2020/05/1,52519
52520,680,2020/05/1,52520
52521,1835,2020/05/1,52521
52522,1358,2020/05/1,52522
52523,1524,2020/05/1,52523
52524,495,2020/05/1,52524
52525,1929,2020/05/1,52525
52526,427,2020/05/1,52526
52527,1054,2020/05/1,52527
52528,1695,2020/05/1,52528
52529,857,2020/05/1,52529
52530,1083,2020/05/1,52530
52531,1932,2020/05/1,52531
52532,1658,2020/05/1,52532
52533,784,2020/05/1,52533
52534,963,2020/05/1,52534
52535,1820,2020/05/1,52535
52536,1293,2020/05/1,52536
52537,1693,2020/05/1,52537
52538,422,2020/05/1,52538
52539,1864,2020/05/1,52539
52540,526,2020/05/1,52540
52541,1664,2020/05/1,52541
52542,1689,2020/05/1,52542
52543,1793,2020/05/1,52543
52544,1229,2020/05/1,52544
52545,1808,2020/05/1,52545
52546,1652,2020/05/1,52546
52547,1480,2020/05/1,52547
52548,41,2020/05/1,52548
52549,1368,2020/05/1,52549
52550,30,2020/05/1,52550
52551,918,2020/05/1,52551
52552,706,2020/05/1,52552
52553,1181,2020/05/1,52553
52554,1219,2020/05/1,52554
52555,94,2020/05/1,52555
52556,1499,2020/05/1,52556
52557,1594,2020/05/1,52557
52558,1037,2020/05/1,52558
52559,1936,2020/05/1,52559
52560,1409,2020/05/1,52560
52561,372,2020/05/1,52561
52562,65,2020/05/1,52562
52563,945,2020/05/1,52563
52564,1677,2020/05/1,52564
52565,592,2020/05/1,52565
52566,1629,2020/05/1,52566
52567,583,2020/05/1,52567
52568,487,2020/05/1,52568
52569,1033,2020/05/1,52569
52570,1313,2020/05/1,52570
52571,1069,2020/05/1,52571
52572,401,2020/05/1,52572
52573,335,2020/05/1,52573
52574,527,2020/05/1,52574
52575,1984,2020/05/1,52575
52576,780,2020/05/1,52576
52577,496,2020/05/1,52577
52578,728,2020/05/1,52578
52579,824,2020/05/1,52579
52580,1285,2020/05/1,52580
52581,626,2020/05/1,52581
52582,1772,2020/05/1,52582
52583,1425,2020/05/1,52583
52584,209,2020/05/1,52584
52585,1742,2020/05/1,52585
52586,518,2020/05/1,52586
52587,361,2020/05/1,52587
52588,1402,2020/05/1,52588
52589,1085,2020/05/1,52589
52590,929,2020/05/1,52590
52591,103,2020/05/1,52591
52592,911,2020/05/1,52592
52593,629,2020/05/1,52593
52594,1933,2020/05/1,52594
52595,19,2020/05/1,52595
52596,231,2020/05/1,52596
52597,1673,2020/05/1,52597
52598,1622,2020/05/1,52598
52599,507,2020/05/1,52599
52600,202,2020/05/1,52600
52601,1638,2020/05/1,52601
52602,1165,2020/05/1,52602
52603,1626,2020/05/1,52603
52604,938,2020/05/1,52604
52605,1299,2020/05/1,52605
52606,1053,2020/05/1,52606
52607,1652,2020/05/1,52607
52608,1751,2020/05/1,52608
52609,1814,2020/05/1,52609
52610,677,2020/05/1,52610
52611,261,2020/05/1,52611
52612,437,2020/05/1,52612
52613,1857,2020/05/1,52613
52614,56,2020/05/1,52614
52615,505,2020/05/1,52615
52616,1667,2020/05/1,52616
52617,1388,2020/05/1,52617
52618,683,2020/05/1,52618
52619,1067,2020/05/1,52619
52620,1891,2020/05/1,52620
52621,1978,2020/05/1,52621
52622,980,2020/05/1,52622
52623,1454,2020/05/1,52623
52624,1381,2020/05/1,52624
52625,32,2020/05/1,52625
52626,1748,2020/05/1,52626
52627,991,2020/05/1,52627
52628,1674,2020/05/1,52628
52629,1571,2020/05/1,52629
52630,568,2020/05/1,52630
52631,388,2020/05/1,52631
52632,310,2020/05/1,52632
52633,231,2020/05/1,52633
52634,274,2020/05/1,52634
52635,1265,2020/05/1,52635
52636,527,2020/05/1,52636
52637,1443,2020/05/1,52637
52638,342,2020/05/1,52638
52639,1806,2020/05/1,52639
52640,1488,2020/05/1,52640
52641,1248,2020/05/1,52641
52642,1268,2020/05/1,52642
52643,915,2020/05/1,52643
52644,953,2020/05/1,52644
52645,879,2020/05/1,52645
52646,622,2020/05/1,52646
52647,507,2020/05/1,52647
52648,28,2020/05/1,52648
52649,1899,2020/05/1,52649
52650,1078,2020/05/1,52650
52651,1809,2020/05/1,52651
52652,533,2020/05/1,52652
52653,917,2020/05/1,52653
52654,1470,2020/05/1,52654
52655,39,2020/05/1,52655
52656,1736,2020/05/1,52656
52657,1808,2020/05/1,52657
52658,1827,2020/05/1,52658
52659,1635,2020/05/1,52659
52660,678,2020/05/1,52660
52661,1215,2020/05/1,52661
52662,1543,2020/05/1,52662
52663,137,2020/05/1,52663
52664,1130,2020/05/1,52664
52665,1121,2020/05/1,52665
52666,403,2020/05/1,52666
52667,797,2020/05/1,52667
52668,1039,2020/05/1,52668
52669,409,2020/05/1,52669
52670,79,2020/05/1,52670
52671,1884,2020/05/1,52671
52672,1473,2020/05/1,52672
52673,1727,2020/05/1,52673
52674,1679,2020/05/1,52674
52675,863,2020/05/1,52675
52676,385,2020/05/1,52676
52677,1246,2020/05/1,52677
52678,2000,2020/05/1,52678
52679,1470,2020/05/1,52679
52680,641,2020/05/1,52680
52681,1891,2020/05/1,52681
52682,1179,2020/05/1,52682
52683,850,2020/05/1,52683
52684,1242,2020/05/1,52684
52685,703,2020/05/1,52685
52686,113,2020/05/1,52686
52687,482,2020/05/1,52687
52688,1276,2020/05/1,52688
52689,1482,2020/05/1,52689
52690,1203,2020/05/1,52690
52691,7,2020/05/1,52691
52692,610,2020/05/1,52692
52693,653,2020/05/1,52693
52694,612,2020/05/1,52694
52695,733,2020/05/1,52695
52696,832,2020/05/1,52696
52697,1534,2020/05/1,52697
52698,320,2020/05/1,52698
52699,1718,2020/05/1,52699
52700,969,2020/05/1,52700
52701,1946,2020/05/1,52701
52702,291,2020/05/1,52702
52703,46,2020/05/1,52703
52704,945,2020/05/1,52704
52705,635,2020/05/1,52705
52706,1537,2020/05/1,52706
52707,1096,2020/05/1,52707
52708,1952,2020/05/1,52708
52709,513,2020/05/1,52709
52710,188,2020/05/1,52710
52711,894,2020/05/1,52711
52712,286,2020/05/1,52712
52713,223,2020/05/1,52713
52714,966,2020/05/1,52714
52715,76,2020/05/1,52715
52716,1409,2020/05/1,52716
52717,1978,2020/05/1,52717
52718,693,2020/05/1,52718
52719,1774,2020/05/1,52719
52720,815,2020/05/1,52720
52721,1755,2020/05/1,52721
52722,1402,2020/05/1,52722
52723,778,2020/05/1,52723
52724,1871,2020/05/1,52724
52725,1680,2020/05/1,52725
52726,1120,2020/05/1,52726
52727,1588,2020/05/1,52727
52728,885,2020/05/1,52728
52729,1799,2020/05/1,52729
52730,552,2020/05/1,52730
52731,663,2020/05/1,52731
52732,1238,2020/05/1,52732
52733,709,2020/05/1,52733
52734,1308,2020/05/1,52734
52735,1401,2020/05/1,52735
52736,637,2020/05/1,52736
52737,1320,2020/05/1,52737
52738,1559,2020/05/1,52738
52739,1034,2020/05/1,52739
52740,1611,2020/05/1,52740
52741,1031,2020/05/1,52741
52742,1830,2020/05/1,52742
52743,1778,2020/05/1,52743
52744,1345,2020/05/1,52744
52745,523,2020/05/1,52745
52746,843,2020/05/1,52746
52747,471,2020/05/1,52747
52748,811,2020/05/1,52748
52749,950,2020/05/1,52749
52750,220,2020/05/1,52750
52751,1317,2020/05/1,52751
52752,1536,2020/05/1,52752
52753,554,2020/05/1,52753
52754,1944,2020/05/1,52754
52755,1563,2020/05/1,52755
52756,276,2020/05/1,52756
52757,648,2020/05/1,52757
52758,1826,2020/05/1,52758
52759,1113,2020/05/1,52759
52760,733,2020/05/1,52760
52761,891,2020/05/1,52761
52762,70,2020/05/1,52762
52763,1572,2020/05/1,52763
52764,1768,2020/05/1,52764
52765,177,2020/05/1,52765
52766,165,2020/05/1,52766
52767,208,2020/05/1,52767
52768,1301,2020/05/1,52768
52769,25,2020/05/1,52769
52770,1729,2020/05/1,52770
52771,429,2020/05/1,52771
52772,708,2020/05/1,52772
52773,1873,2020/05/1,52773
52774,1212,2020/05/1,52774
52775,373,2020/05/1,52775
52776,524,2020/05/1,52776
52777,643,2020/05/1,52777
52778,1502,2020/05/1,52778
52779,807,2020/05/1,52779
52780,669,2020/05/1,52780
52781,216,2020/05/1,52781
52782,1934,2020/05/1,52782
52783,920,2020/05/1,52783
52784,1131,2020/05/1,52784
52785,1702,2020/05/1,52785
52786,1938,2020/05/1,52786
52787,514,2020/05/1,52787
52788,964,2020/05/1,52788
52789,956,2020/05/1,52789
52790,334,2020/05/1,52790
52791,1960,2020/05/1,52791
52792,1876,2020/05/1,52792
52793,539,2020/05/1,52793
52794,343,2020/05/1,52794
52795,600,2020/05/1,52795
52796,709,2020/05/1,52796
52797,187,2020/05/1,52797
52798,1416,2020/05/1,52798
52799,529,2020/05/1,52799
52800,882,2020/05/1,52800
52801,658,2020/05/1,52801
52802,1001,2020/05/1,52802
52803,894,2020/05/1,52803
52804,1389,2020/05/1,52804
52805,976,2020/05/1,52805
52806,1276,2020/05/1,52806
52807,1480,2020/05/1,52807
52808,194,2020/05/1,52808
52809,1422,2020/05/1,52809
52810,1940,2020/05/1,52810
52811,73,2020/05/1,52811
52812,387,2020/05/1,52812
52813,1650,2020/05/1,52813
52814,242,2020/05/1,52814
52815,1643,2020/05/1,52815
52816,187,2020/05/1,52816
52817,507,2020/05/1,52817
52818,1472,2020/05/1,52818
52819,1942,2020/05/1,52819
52820,1849,2020/05/1,52820
52821,1201,2020/05/1,52821
52822,1681,2020/05/1,52822
52823,1952,2020/05/1,52823
52824,1244,2020/05/1,52824
52825,182,2020/05/1,52825
52826,1975,2020/05/1,52826
52827,509,2020/05/1,52827
52828,656,2020/05/1,52828
52829,1026,2020/05/1,52829
52830,1913,2020/05/1,52830
52831,1731,2020/05/1,52831
52832,880,2020/05/1,52832
52833,1847,2020/05/1,52833
52834,267,2020/05/1,52834
52835,890,2020/05/1,52835
52836,1194,2020/05/1,52836
52837,1316,2020/05/1,52837
52838,1363,2020/05/1,52838
52839,909,2020/05/1,52839
52840,694,2020/05/1,52840
52841,993,2020/05/1,52841
52842,1021,2020/05/1,52842
52843,974,2020/05/1,52843
52844,1590,2020/05/1,52844
52845,1395,2020/05/1,52845
52846,1851,2020/05/1,52846
52847,89,2020/05/1,52847
52848,939,2020/05/1,52848
52849,356,2020/05/1,52849
52850,534,2020/05/1,52850
52851,390,2020/05/1,52851
52852,1916,2020/05/1,52852
52853,906,2020/05/1,52853
52854,1990,2020/05/1,52854
52855,125,2020/05/1,52855
52856,1573,2020/05/1,52856
52857,361,2020/05/1,52857
52858,1843,2020/05/1,52858
52859,829,2020/05/1,52859
52860,1019,2020/05/1,52860
52861,479,2020/05/1,52861
52862,377,2020/05/1,52862
52863,1685,2020/05/1,52863
52864,1154,2020/05/1,52864
52865,694,2020/05/1,52865
52866,220,2020/05/1,52866
52867,1981,2020/05/1,52867
52868,718,2020/05/1,52868
52869,1786,2020/05/1,52869
52870,295,2020/05/1,52870
52871,1176,2020/05/1,52871
52872,1324,2020/05/1,52872
52873,602,2020/05/1,52873
52874,188,2020/05/1,52874
52875,1797,2020/05/1,52875
52876,351,2020/05/1,52876
52877,722,2020/05/1,52877
52878,779,2020/05/1,52878
52879,1683,2020/05/1,52879
52880,1330,2020/05/1,52880
52881,1125,2020/05/1,52881
52882,1534,2020/05/1,52882
52883,408,2020/05/1,52883
52884,22,2020/05/1,52884
52885,1674,2020/05/1,52885
52886,1873,2020/05/1,52886
52887,1823,2020/05/1,52887
52888,40,2020/05/1,52888
52889,970,2020/05/1,52889
52890,1233,2020/05/1,52890
52891,1702,2020/05/1,52891
52892,66,2020/05/1,52892
52893,109,2020/05/1,52893
52894,113,2020/05/1,52894
52895,1230,2020/05/1,52895
52896,1970,2020/05/1,52896
52897,963,2020/05/1,52897
52898,1233,2020/05/1,52898
52899,601,2020/05/1,52899
52900,1936,2020/05/1,52900
52901,490,2020/05/1,52901
52902,675,2020/05/1,52902
52903,1079,2020/05/1,52903
52904,717,2020/05/1,52904
52905,421,2020/05/1,52905
52906,1870,2020/05/1,52906
52907,319,2020/05/1,52907
52908,934,2020/05/1,52908
52909,957,2020/05/1,52909
52910,380,2020/05/1,52910
52911,456,2020/05/1,52911
52912,174,2020/05/1,52912
52913,1133,2020/05/1,52913
52914,1323,2020/05/1,52914
52915,1503,2020/05/1,52915
52916,201,2020/05/1,52916
52917,130,2020/05/1,52917
52918,1123,2020/05/1,52918
52919,1177,2020/05/1,52919
52920,1848,2020/05/1,52920
52921,1880,2020/05/1,52921
52922,1630,2020/05/1,52922
52923,736,2020/05/1,52923
52924,550,2020/05/1,52924
52925,1603,2020/05/1,52925
52926,104,2020/05/1,52926
52927,1880,2020/05/1,52927
52928,329,2020/05/1,52928
52929,1256,2020/05/1,52929
52930,1185,2020/05/1,52930
52931,1301,2020/05/1,52931
52932,767,2020/05/1,52932
52933,346,2020/05/1,52933
52934,153,2020/05/1,52934
52935,148,2020/05/1,52935
52936,1441,2020/05/1,52936
52937,428,2020/05/1,52937
52938,1460,2020/05/1,52938
52939,686,2020/05/1,52939
52940,1162,2020/05/1,52940
52941,741,2020/05/1,52941
52942,1228,2020/05/1,52942
52943,1603,2020/05/1,52943
52944,1743,2020/05/1,52944
52945,1757,2020/05/1,52945
52946,1252,2020/05/1,52946
52947,556,2020/05/1,52947
52948,404,2020/05/1,52948
52949,69,2020/05/1,52949
52950,143,2020/05/1,52950
52951,1315,2020/05/1,52951
52952,38,2020/05/1,52952
52953,1602,2020/05/1,52953
52954,547,2020/05/1,52954
52955,1165,2020/05/1,52955
52956,671,2020/05/1,52956
52957,1463,2020/05/1,52957
52958,1699,2020/05/1,52958
52959,311,2020/05/1,52959
52960,18,2020/05/1,52960
52961,1515,2020/05/1,52961
52962,1195,2020/05/1,52962
52963,1258,2020/05/1,52963
52964,1435,2020/05/1,52964
52965,615,2020/05/1,52965
52966,573,2020/05/1,52966
52967,1244,2020/05/1,52967
52968,1629,2020/05/1,52968
52969,1760,2020/05/1,52969
52970,291,2020/05/1,52970
52971,70,2020/05/1,52971
52972,778,2020/05/1,52972
52973,22,2020/05/1,52973
52974,49,2020/05/1,52974
52975,1330,2020/05/1,52975
52976,71,2020/05/1,52976
52977,1172,2020/05/1,52977
52978,1809,2020/05/1,52978
52979,1371,2020/05/1,52979
52980,71,2020/05/1,52980
52981,233,2020/05/1,52981
52982,18,2020/05/1,52982
52983,358,2020/05/1,52983
52984,1400,2020/05/1,52984
52985,653,2020/05/1,52985
52986,1124,2020/05/1,52986
52987,613,2020/05/1,52987
52988,1711,2020/05/1,52988
52989,1604,2020/05/1,52989
52990,1850,2020/05/1,52990
52991,1262,2020/05/1,52991
52992,1026,2020/05/1,52992
52993,1996,2020/05/1,52993
52994,1815,2020/05/1,52994
52995,1718,2020/05/1,52995
52996,201,2020/05/1,52996
52997,1084,2020/05/1,52997
52998,1945,2020/05/1,52998
52999,952,2020/05/1,52999
53000,596,2020/05/1,53000
53001,434,2020/05/1,53001
53002,1007,2020/05/1,53002
53003,1300,2020/05/1,53003
53004,1896,2020/05/1,53004
53005,636,2020/05/1,53005
53006,928,2020/05/1,53006
53007,754,2020/05/1,53007
53008,1943,2020/05/1,53008
53009,1434,2020/05/1,53009
53010,753,2020/05/1,53010
53011,1004,2020/05/1,53011
53012,1509,2020/05/1,53012
53013,485,2020/05/1,53013
53014,506,2020/05/1,53014
53015,708,2020/05/1,53015
53016,1508,2020/05/1,53016
53017,48,2020/05/1,53017
53018,108,2020/05/1,53018
53019,1726,2020/05/1,53019
53020,264,2020/05/1,53020
53021,1925,2020/05/1,53021
53022,1604,2020/05/1,53022
53023,1168,2020/05/1,53023
53024,1110,2020/05/1,53024
53025,1612,2020/05/1,53025
53026,1483,2020/05/1,53026
53027,516,2020/05/1,53027
53028,277,2020/05/1,53028
53029,467,2020/05/1,53029
53030,1050,2020/05/1,53030
53031,544,2020/05/1,53031
53032,1760,2020/05/1,53032
53033,1258,2020/05/1,53033
53034,920,2020/05/1,53034
53035,1800,2020/05/1,53035
53036,664,2020/05/1,53036
53037,1817,2020/05/1,53037
53038,1802,2020/05/1,53038
53039,995,2020/05/1,53039
53040,20,2020/05/1,53040
53041,390,2020/05/1,53041
53042,299,2020/05/1,53042
53043,1882,2020/05/1,53043
53044,906,2020/05/1,53044
53045,62,2020/05/1,53045
53046,1922,2020/05/1,53046
53047,962,2020/05/1,53047
53048,134,2020/05/1,53048
53049,1377,2020/05/1,53049
53050,889,2020/05/1,53050
53051,179,2020/05/1,53051
53052,106,2020/05/1,53052
53053,1473,2020/05/1,53053
53054,1718,2020/05/1,53054
53055,857,2020/05/1,53055
53056,1307,2020/05/1,53056
53057,603,2020/05/1,53057
53058,1258,2020/05/1,53058
53059,1492,2020/05/1,53059
53060,482,2020/05/1,53060
53061,763,2020/05/1,53061
53062,1233,2020/05/1,53062
53063,984,2020/05/1,53063
53064,556,2020/05/1,53064
53065,629,2020/05/1,53065
53066,1182,2020/05/1,53066
53067,615,2020/05/1,53067
53068,807,2020/05/1,53068
53069,241,2020/05/1,53069
53070,807,2020/05/1,53070
53071,1657,2020/05/1,53071
53072,732,2020/05/1,53072
53073,333,2020/05/1,53073
53074,218,2020/05/1,53074
53075,1581,2020/05/1,53075
53076,1447,2020/05/1,53076
53077,736,2020/05/1,53077
53078,733,2020/05/1,53078
53079,81,2020/05/1,53079
53080,637,2020/05/1,53080
53081,1259,2020/05/1,53081
53082,751,2020/05/1,53082
53083,1968,2020/05/1,53083
53084,1151,2020/05/1,53084
53085,648,2020/05/1,53085
53086,1887,2020/05/1,53086
53087,1837,2020/05/1,53087
53088,867,2020/05/1,53088
53089,549,2020/05/1,53089
53090,1234,2020/05/1,53090
53091,1019,2020/05/1,53091
53092,452,2020/05/1,53092
53093,209,2020/05/1,53093
53094,1559,2020/05/1,53094
53095,832,2020/05/1,53095
53096,299,2020/05/1,53096
53097,1615,2020/05/1,53097
53098,1816,2020/05/1,53098
53099,487,2020/05/1,53099
53100,519,2020/05/1,53100
53101,1025,2020/05/1,53101
53102,1546,2020/05/1,53102
53103,955,2020/05/1,53103
53104,831,2020/05/1,53104
53105,1944,2020/05/1,53105
53106,910,2020/05/1,53106
53107,1233,2020/05/1,53107
53108,38,2020/05/1,53108
53109,445,2020/05/1,53109
53110,293,2020/05/1,53110
53111,52,2020/05/1,53111
53112,652,2020/05/1,53112
53113,120,2020/05/1,53113
53114,1712,2020/05/1,53114
53115,1686,2020/05/1,53115
53116,1135,2020/05/1,53116
53117,1684,2020/05/1,53117
53118,727,2020/05/1,53118
53119,170,2020/05/1,53119
53120,244,2020/05/1,53120
53121,493,2020/05/1,53121
53122,550,2020/05/1,53122
53123,1863,2020/05/1,53123
53124,1513,2020/05/1,53124
53125,82,2020/05/1,53125
53126,706,2020/05/1,53126
53127,1032,2020/05/1,53127
53128,1800,2020/05/1,53128
53129,351,2020/05/1,53129
53130,33,2020/05/1,53130
53131,1822,2020/05/1,53131
53132,609,2020/05/1,53132
53133,1036,2020/05/1,53133
53134,797,2020/05/1,53134
53135,657,2020/05/1,53135
53136,1728,2020/05/1,53136
53137,530,2020/05/1,53137
53138,1870,2020/05/1,53138
53139,1943,2020/05/1,53139
53140,1079,2020/05/1,53140
53141,1026,2020/05/1,53141
53142,819,2020/05/1,53142
53143,411,2020/05/1,53143
53144,553,2020/05/1,53144
53145,766,2020/05/1,53145
53146,1207,2020/05/1,53146
53147,1706,2020/05/1,53147
53148,1077,2020/05/1,53148
53149,1671,2020/05/1,53149
53150,613,2020/05/1,53150
53151,698,2020/05/1,53151
53152,1405,2020/05/1,53152
53153,1022,2020/05/1,53153
53154,462,2020/05/1,53154
53155,834,2020/05/1,53155
53156,562,2020/05/1,53156
53157,88,2020/05/1,53157
53158,1480,2020/05/1,53158
53159,631,2020/05/1,53159
53160,163,2020/05/1,53160
53161,1782,2020/05/1,53161
53162,1299,2020/05/1,53162
53163,1482,2020/05/1,53163
53164,290,2020/05/1,53164
53165,480,2020/05/1,53165
53166,161,2020/05/1,53166
53167,1233,2020/05/1,53167
53168,1300,2020/05/1,53168
53169,42,2020/05/1,53169
53170,535,2020/05/1,53170
53171,304,2020/05/1,53171
53172,1753,2020/05/1,53172
53173,1788,2020/05/1,53173
53174,1219,2020/05/1,53174
53175,1841,2020/05/1,53175
53176,1491,2020/05/1,53176
53177,1316,2020/05/1,53177
53178,1434,2020/05/1,53178
53179,1340,2020/05/1,53179
53180,740,2020/05/1,53180
53181,1845,2020/05/1,53181
53182,275,2020/05/1,53182
53183,1331,2020/05/1,53183
53184,1254,2020/05/1,53184
53185,742,2020/05/1,53185
53186,347,2020/05/1,53186
53187,7,2020/05/1,53187
53188,879,2020/05/1,53188
53189,1891,2020/05/1,53189
53190,1424,2020/05/1,53190
53191,1293,2020/05/1,53191
53192,1380,2020/05/1,53192
53193,187,2020/05/1,53193
53194,1675,2020/05/1,53194
53195,1032,2020/05/1,53195
53196,997,2020/05/1,53196
53197,15,2020/05/1,53197
53198,159,2020/05/1,53198
53199,902,2020/05/1,53199
53200,69,2020/05/1,53200
53201,1338,2020/05/1,53201
53202,140,2020/05/1,53202
53203,641,2020/05/1,53203
53204,333,2020/05/1,53204
53205,1353,2020/05/1,53205
53206,1924,2020/05/1,53206
53207,302,2020/05/1,53207
53208,1463,2020/05/1,53208
53209,213,2020/05/1,53209
53210,205,2020/05/1,53210
53211,176,2020/05/1,53211
53212,312,2020/05/1,53212
53213,344,2020/05/1,53213
53214,922,2020/05/1,53214
53215,1321,2020/05/1,53215
53216,694,2020/05/1,53216
53217,1609,2020/05/1,53217
53218,941,2020/05/1,53218
53219,1215,2020/05/1,53219
53220,324,2020/05/1,53220
53221,1765,2020/05/1,53221
53222,746,2020/05/1,53222
53223,1847,2020/05/1,53223
53224,1960,2020/05/1,53224
53225,288,2020/05/1,53225
53226,825,2020/05/1,53226
53227,1716,2020/05/1,53227
53228,649,2020/05/1,53228
53229,1290,2020/05/1,53229
53230,237,2020/05/1,53230
53231,1791,2020/05/1,53231
53232,114,2020/05/1,53232
53233,814,2020/05/1,53233
53234,1440,2020/05/1,53234
53235,326,2020/05/1,53235
53236,1993,2020/05/1,53236
53237,1642,2020/05/1,53237
53238,1531,2020/05/1,53238
53239,1354,2020/05/1,53239
53240,973,2020/05/1,53240
53241,30,2020/05/1,53241
53242,1118,2020/05/1,53242
53243,1770,2020/05/1,53243
53244,1173,2020/05/1,53244
53245,1492,2020/05/1,53245
53246,718,2020/05/1,53246
53247,1552,2020/05/1,53247
53248,970,2020/05/1,53248
53249,93,2020/05/1,53249
53250,1095,2020/05/1,53250
53251,1890,2020/05/1,53251
53252,1290,2020/05/1,53252
53253,667,2020/05/1,53253
53254,945,2020/05/1,53254
53255,1290,2020/05/1,53255
53256,83,2020/05/1,53256
53257,1116,2020/05/1,53257
53258,907,2020/05/1,53258
53259,1448,2020/05/1,53259
53260,1047,2020/05/1,53260
53261,834,2020/05/1,53261
53262,1394,2020/05/1,53262
53263,1952,2020/05/1,53263
53264,1759,2020/05/1,53264
53265,1769,2020/05/1,53265
53266,102,2020/05/1,53266
53267,55,2020/05/1,53267
53268,1760,2020/05/1,53268
53269,551,2020/05/1,53269
53270,677,2020/05/1,53270
53271,1356,2020/05/1,53271
53272,1166,2020/05/1,53272
53273,486,2020/05/1,53273
53274,282,2020/05/1,53274
53275,178,2020/05/1,53275
53276,228,2020/05/1,53276
53277,1327,2020/05/1,53277
53278,1804,2020/05/1,53278
53279,1814,2020/05/1,53279
53280,1536,2020/05/1,53280
53281,1442,2020/05/1,53281
53282,1076,2020/05/1,53282
53283,148,2020/05/1,53283
53284,584,2020/05/1,53284
53285,1148,2020/05/1,53285
53286,1934,2020/05/1,53286
53287,1089,2020/05/1,53287
53288,308,2020/05/1,53288
53289,101,2020/05/1,53289
53290,1578,2020/05/1,53290
53291,1671,2020/05/1,53291
53292,1064,2020/05/1,53292
53293,820,2020/05/1,53293
53294,281,2020/05/1,53294
53295,1636,2020/05/1,53295
53296,243,2020/05/1,53296
53297,145,2020/05/1,53297
53298,1425,2020/05/1,53298
53299,415,2020/05/1,53299
53300,532,2020/05/1,53300
53301,118,2020/05/1,53301
53302,394,2020/05/1,53302
53303,1328,2020/05/1,53303
53304,161,2020/05/1,53304
53305,295,2020/05/1,53305
53306,275,2020/05/1,53306
53307,1074,2020/05/1,53307
53308,1810,2020/05/1,53308
53309,134,2020/05/1,53309
53310,392,2020/05/1,53310
53311,537,2020/05/1,53311
53312,1882,2020/05/1,53312
53313,5,2020/05/1,53313
53314,750,2020/05/1,53314
53315,282,2020/05/1,53315
53316,15,2020/05/1,53316
53317,1195,2020/05/1,53317
53318,1467,2020/05/1,53318
53319,1075,2020/05/1,53319
53320,982,2020/05/1,53320
53321,109,2020/05/1,53321
53322,697,2020/05/1,53322
53323,1498,2020/05/1,53323
53324,1400,2020/05/1,53324
53325,129,2020/05/1,53325
53326,1532,2020/05/1,53326
53327,438,2020/05/1,53327
53328,333,2020/05/1,53328
53329,671,2020/05/1,53329
53330,153,2020/05/1,53330
53331,1721,2020/05/1,53331
53332,1854,2020/05/1,53332
53333,1668,2020/05/1,53333
53334,1053,2020/05/1,53334
53335,346,2020/05/1,53335
53336,1395,2020/05/1,53336
53337,33,2020/05/1,53337
53338,1021,2020/05/1,53338
53339,1308,2020/05/1,53339
53340,1595,2020/05/1,53340
53341,228,2020/05/1,53341
53342,354,2020/05/1,53342
53343,1252,2020/05/1,53343
53344,1038,2020/05/1,53344
53345,463,2020/05/1,53345
53346,1641,2020/05/1,53346
53347,955,2020/05/1,53347
53348,609,2020/05/1,53348
53349,1614,2020/05/1,53349
53350,154,2020/05/1,53350
53351,1591,2020/05/1,53351
53352,1637,2020/05/1,53352
53353,1304,2020/05/1,53353
53354,1255,2020/05/1,53354
53355,400,2020/05/1,53355
53356,153,2020/05/1,53356
53357,1572,2020/05/1,53357
53358,1992,2020/05/1,53358
53359,1148,2020/05/1,53359
53360,1328,2020/05/1,53360
53361,1151,2020/05/1,53361
53362,401,2020/05/1,53362
53363,37,2020/05/1,53363
