id,tipo_hoteleria,hora_apertura,hora_cierre
15078,HOSTAL,1:41:56,21:04:28
15079,HOTEL,10:37:07,19:15:21
15080,HOSTAL,9:44:38,23:20:51
15081,HOTEL,2:53:53,18:51:22
15082,HOSTAL,0:01:02,19:20:11
15083,HOTEL,7:08:26,15:58:11
15084,HOTEL,1:23:52,20:35:39
15085,HOTEL,3:48:20,20:33:37
15086,HOSTAL,10:20:23,21:45:48
15087,HOTEL,2:33:32,14:04:07
15088,HOSTAL,11:57:57,23:21:00
15089,HOTEL,10:26:31,16:42:53
15090,HOTEL,8:22:46,16:24:51
15091,HOSTAL,9:17:48,21:41:43
15092,HOTEL,5:46:34,20:29:49
15093,HOTEL,2:21:53,16:14:09
15094,HOTEL,8:02:31,19:34:01
15095,HOTEL,10:22:34,18:54:50
15096,HOTEL,0:46:08,19:30:24
15097,HOSTAL,2:37:02,23:02:33
15098,HOSTAL,3:13:25,23:49:06
15099,HOTEL,11:44:58,18:30:27
15100,HOTEL,7:33:11,17:05:29
15101,HOSTAL,7:23:56,16:48:06
15102,HOTEL,10:34:55,18:00:50
15103,HOSTAL,10:43:43,17:21:52
15104,HOTEL,6:48:27,17:27:29
15105,HOTEL,9:14:14,22:02:36
15106,HOTEL,6:42:32,22:52:29
15107,HOTEL,0:00:05,19:38:15
15108,HOTEL,5:13:58,22:27:55
15109,HOSTAL,6:37:30,16:30:56
15110,HOSTAL,4:20:11,22:38:33
15111,HOTEL,9:47:45,20:05:29
15112,HOTEL,6:59:15,20:35:21
15113,HOSTAL,3:11:26,18:10:26
15114,HOTEL,11:39:21,20:51:56
15115,HOTEL,9:21:18,15:20:14
15116,HOTEL,11:57:13,22:23:54
15117,HOTEL,0:01:24,15:00:42
15118,HOSTAL,7:27:48,14:27:13
15119,HOSTAL,8:26:15,20:17:02
15120,HOSTAL,7:10:32,17:36:06
15121,HOTEL,3:36:04,20:38:13
15122,HOTEL,9:40:33,14:33:56
15123,HOSTAL,6:58:30,20:36:41
15124,HOSTAL,1:32:33,13:12:37
15125,HOSTAL,11:44:12,17:26:02
15126,HOTEL,11:46:00,14:38:21
15127,HOSTAL,3:09:51,23:54:41
15128,HOTEL,0:06:13,15:36:49
15129,HOTEL,1:26:44,20:43:03
15130,HOSTAL,3:42:32,16:01:46
15131,HOSTAL,2:09:08,23:33:37
15132,HOSTAL,3:40:45,14:19:02
15133,HOTEL,2:42:20,23:40:03
15134,HOSTAL,6:47:12,21:02:33
15135,HOTEL,5:43:15,16:16:48
15136,HOSTAL,5:00:42,13:40:41
15137,HOTEL,2:47:46,20:04:59
15138,HOSTAL,10:50:48,22:01:05
15139,HOSTAL,8:46:45,14:10:21
15140,HOTEL,9:24:45,19:35:03
15141,HOSTAL,9:37:54,20:50:48
15142,HOSTAL,1:48:20,19:44:41
15143,HOTEL,1:30:57,21:18:23
15144,HOSTAL,11:42:17,22:10:28
15145,HOSTAL,0:35:21,19:10:59
15146,HOTEL,7:23:22,22:27:25
15147,HOSTAL,8:53:54,22:50:11
15148,HOSTAL,3:41:16,14:46:34
15149,HOSTAL,2:27:22,13:03:39
15150,HOSTAL,3:49:36,21:54:37
15151,HOSTAL,9:20:29,20:08:40
15152,HOSTAL,9:28:43,19:20:14
15153,HOSTAL,11:15:42,13:32:03
15154,HOSTAL,9:08:38,22:50:51
15155,HOSTAL,7:00:55,20:10:18
15156,HOSTAL,1:53:07,14:55:20
15157,HOSTAL,9:49:24,20:53:13
15158,HOTEL,3:42:57,17:00:59
15159,HOSTAL,11:36:49,22:51:06
15160,HOTEL,9:31:48,18:00:57
15161,HOTEL,6:52:05,22:46:12
15162,HOTEL,2:29:51,19:48:41
15163,HOTEL,10:17:46,23:31:19
15164,HOSTAL,1:37:46,17:54:04
15165,HOTEL,5:36:11,15:11:05
15166,HOSTAL,6:59:22,16:21:16
15167,HOSTAL,11:41:57,21:26:08
15168,HOTEL,5:11:17,23:19:44
15169,HOTEL,2:00:39,17:20:10
15170,HOTEL,10:35:22,23:04:17
15171,HOTEL,2:39:42,22:55:06
15172,HOSTAL,3:51:56,17:27:19
15173,HOTEL,5:51:42,18:52:57
15174,HOSTAL,0:41:25,23:06:39
15175,HOSTAL,4:16:16,18:14:42
15176,HOTEL,8:16:28,17:34:12
15177,HOTEL,2:25:21,21:12:06
15178,HOTEL,6:20:32,22:40:07
15179,HOSTAL,2:09:18,21:59:12
15180,HOTEL,1:09:41,21:12:06
15181,HOTEL,5:26:42,23:34:44
15182,HOSTAL,0:23:56,17:21:10
15183,HOSTAL,9:58:49,15:12:24
15184,HOSTAL,7:28:21,13:53:08
15185,HOTEL,7:47:02,23:18:19
15186,HOSTAL,6:09:40,23:01:13
15187,HOSTAL,8:45:25,19:42:44
15188,HOTEL,7:06:51,18:01:35
15189,HOTEL,8:10:46,14:29:59
15190,HOSTAL,11:30:15,13:34:16
15191,HOSTAL,6:44:42,19:00:31
15192,HOSTAL,6:50:14,17:04:43
15193,HOSTAL,11:32:32,20:01:38
15194,HOSTAL,5:07:21,20:29:43
15195,HOSTAL,8:35:30,23:58:47
15196,HOTEL,5:54:26,23:24:07
15197,HOTEL,5:02:23,18:34:29
15198,HOSTAL,2:24:11,13:12:50
15199,HOSTAL,6:15:00,20:40:39
15200,HOSTAL,8:34:02,20:23:30
15201,HOTEL,1:56:23,20:08:27
15202,HOSTAL,1:14:14,20:47:26
15203,HOSTAL,2:23:35,22:27:57
15204,HOSTAL,5:47:38,22:47:10
15205,HOTEL,11:10:59,15:31:03
15206,HOSTAL,6:37:53,16:31:14
15207,HOSTAL,9:59:38,18:05:23
15208,HOTEL,11:35:37,23:45:51
15209,HOSTAL,7:09:11,20:09:52
15210,HOSTAL,8:49:14,14:04:02
15211,HOSTAL,6:44:48,22:29:25
15212,HOSTAL,10:16:45,17:35:01
15213,HOSTAL,9:42:03,16:37:24
15214,HOTEL,10:58:45,21:03:34
15215,HOTEL,11:45:35,20:15:56
15216,HOSTAL,7:33:49,19:30:05
15217,HOSTAL,1:50:48,17:09:26
15218,HOSTAL,7:23:09,23:17:29
15219,HOTEL,5:17:53,22:25:30
15220,HOTEL,4:03:42,13:08:05
15221,HOTEL,11:59:39,13:06:19
15222,HOTEL,10:41:13,18:03:56
15223,HOSTAL,4:20:52,18:52:16
15224,HOTEL,7:46:46,22:30:53
15225,HOTEL,9:08:42,13:50:21
15226,HOTEL,11:28:12,17:17:03
15227,HOSTAL,3:23:11,13:12:13
15228,HOTEL,7:52:57,17:24:01
15229,HOSTAL,4:25:34,23:37:10
15230,HOSTAL,6:51:44,23:55:44
15231,HOSTAL,5:49:55,16:11:39
15232,HOSTAL,3:59:55,14:16:14
15233,HOSTAL,10:35:18,16:33:50
15234,HOSTAL,7:32:24,14:55:23
15235,HOSTAL,11:14:06,16:46:50
15236,HOTEL,0:02:28,15:07:12
15237,HOTEL,10:50:16,22:52:21
15238,HOTEL,4:51:23,20:44:47
15239,HOSTAL,3:14:49,13:15:41
15240,HOSTAL,4:40:11,23:23:04
15241,HOSTAL,9:07:08,13:55:15
15242,HOTEL,8:45:17,14:56:15
15243,HOTEL,10:16:45,21:01:44
15244,HOTEL,5:42:56,15:08:26
15245,HOTEL,2:26:41,15:57:17
15246,HOTEL,10:13:15,13:45:36
15247,HOSTAL,0:55:17,20:04:48
15248,HOTEL,0:44:13,20:08:33
15249,HOTEL,3:48:37,20:12:27
15250,HOTEL,0:31:32,17:26:12
15251,HOTEL,4:06:44,18:50:28
15252,HOTEL,1:28:37,22:10:36
15253,HOSTAL,10:10:19,14:00:55
15254,HOTEL,7:39:32,19:28:54
15255,HOTEL,5:23:45,13:24:19
15256,HOSTAL,4:37:19,20:24:35
15257,HOSTAL,5:31:08,19:11:53
15258,HOTEL,10:15:56,17:58:10
15259,HOTEL,8:42:53,18:46:44
15260,HOSTAL,6:22:50,23:30:32
15261,HOSTAL,6:40:33,13:32:22
15262,HOSTAL,9:05:51,16:08:07
15263,HOTEL,10:24:48,18:05:28
15264,HOTEL,3:27:55,22:30:05
15265,HOTEL,0:52:31,15:53:12
15266,HOSTAL,7:27:15,13:13:23
15267,HOSTAL,1:19:06,15:53:12
15268,HOSTAL,6:22:54,22:00:22
15269,HOSTAL,10:28:12,16:41:31
15270,HOSTAL,1:17:13,17:55:47
15271,HOSTAL,11:08:48,15:01:16
15272,HOTEL,1:46:12,15:08:21
15273,HOSTAL,4:29:20,22:43:48
15274,HOTEL,9:14:00,23:44:48
15275,HOTEL,1:17:48,13:42:47
15276,HOSTAL,5:38:16,15:52:46
15277,HOSTAL,8:56:43,18:11:58
15278,HOTEL,8:48:54,22:04:07
15279,HOTEL,0:19:04,16:27:12
15280,HOSTAL,10:37:59,19:04:18
15281,HOSTAL,9:04:37,23:08:25
15282,HOTEL,2:02:01,22:37:49
15283,HOSTAL,5:36:38,20:26:41
15284,HOTEL,10:52:30,23:46:59
15285,HOTEL,0:04:59,14:24:50
15286,HOSTAL,9:48:49,15:02:12
15287,HOSTAL,8:35:04,21:57:56
15288,HOTEL,10:28:36,19:22:02
15289,HOSTAL,5:37:28,21:03:10
15290,HOSTAL,2:33:50,20:49:51
15291,HOSTAL,2:57:21,23:55:47
15292,HOTEL,1:55:51,23:40:34
15293,HOSTAL,0:37:47,22:06:57
15294,HOSTAL,3:33:37,13:45:25
15295,HOSTAL,2:30:11,21:16:15
15296,HOSTAL,7:17:07,13:54:02
15297,HOTEL,3:39:13,16:50:25
15298,HOTEL,1:17:16,20:23:21
15299,HOSTAL,1:41:45,14:45:32
15300,HOTEL,11:05:58,21:14:02
15301,HOSTAL,0:27:19,14:05:18
15302,HOSTAL,8:58:07,15:12:06
15303,HOTEL,3:58:31,21:15:10
15304,HOSTAL,1:32:16,16:07:37
15305,HOTEL,2:40:19,16:37:34
15306,HOTEL,11:10:16,17:14:00
15307,HOTEL,2:19:17,18:33:59
15308,HOTEL,0:04:28,16:23:46
15309,HOSTAL,5:25:38,17:23:37
15310,HOTEL,3:05:39,20:54:45
15311,HOSTAL,5:56:16,19:29:51
15312,HOSTAL,11:58:19,23:31:15
15313,HOSTAL,11:48:49,21:10:24
15314,HOTEL,5:05:21,15:33:14
15315,HOTEL,11:58:51,17:17:07
15316,HOSTAL,2:06:41,18:58:07
15317,HOTEL,7:10:33,17:37:25
15318,HOTEL,9:18:23,16:56:34
15319,HOTEL,6:03:24,14:03:39
15320,HOSTAL,7:38:01,14:48:57
15321,HOTEL,0:52:03,14:20:08
15322,HOTEL,6:51:34,20:11:06
15323,HOSTAL,9:01:34,17:14:57
15324,HOTEL,11:28:06,21:27:51
15325,HOSTAL,11:00:21,21:01:57
15326,HOSTAL,4:45:57,17:06:09
15327,HOTEL,1:44:23,13:56:26
15328,HOSTAL,3:37:30,21:16:49
15329,HOSTAL,6:19:34,19:32:52
15330,HOTEL,5:03:00,13:45:29
15331,HOSTAL,7:29:57,19:26:30
15332,HOSTAL,5:47:21,17:34:55
15333,HOTEL,8:30:44,16:01:20
15334,HOSTAL,10:10:46,21:14:47
15335,HOTEL,5:53:49,23:42:18
15336,HOTEL,8:25:54,17:46:59
15337,HOTEL,1:08:39,17:51:55
15338,HOTEL,2:58:42,13:08:11
15339,HOTEL,6:54:27,13:21:55
15340,HOTEL,10:24:21,19:16:20
15341,HOSTAL,2:33:46,16:04:02
15342,HOTEL,3:36:33,20:42:37
15343,HOSTAL,7:29:43,20:59:07
15344,HOTEL,9:16:26,16:16:50
15345,HOTEL,9:39:07,13:54:25
15346,HOSTAL,8:32:18,19:01:28
15347,HOTEL,2:09:42,14:03:37
15348,HOTEL,1:00:58,23:30:45
15349,HOSTAL,5:57:13,15:58:28
15350,HOTEL,0:45:26,21:32:26
15351,HOSTAL,4:35:57,15:35:34
15352,HOSTAL,7:25:02,21:10:11
15353,HOTEL,9:56:40,13:47:03
15354,HOTEL,3:28:04,15:45:38
15355,HOTEL,9:01:53,21:56:32
15356,HOSTAL,8:21:57,18:44:59
15357,HOTEL,0:57:57,17:50:48
15358,HOSTAL,8:17:24,19:03:07
15359,HOSTAL,2:37:43,13:03:01
15360,HOTEL,1:26:34,18:31:30
15361,HOTEL,1:55:29,13:10:41
15362,HOSTAL,4:38:01,13:46:21
15363,HOTEL,6:28:22,19:29:25
15364,HOTEL,11:57:49,13:58:53
15365,HOTEL,9:55:15,21:44:59
15366,HOTEL,3:14:37,16:59:52
15367,HOTEL,4:50:20,20:25:40
15368,HOSTAL,7:39:44,14:35:59
15369,HOSTAL,8:57:42,22:19:21
15370,HOSTAL,1:31:26,18:09:59
15371,HOTEL,7:38:42,13:48:45
15372,HOSTAL,6:08:13,13:09:30
15373,HOTEL,1:01:47,14:53:45
15374,HOSTAL,1:57:20,21:41:21
15375,HOSTAL,0:49:47,20:35:49
15376,HOSTAL,11:48:50,18:31:01
15377,HOSTAL,4:53:32,15:31:10
15378,HOSTAL,3:05:47,22:16:18
15379,HOSTAL,6:45:33,16:04:37
15380,HOTEL,7:34:35,14:59:43
15381,HOTEL,2:57:27,18:11:41
15382,HOTEL,8:55:35,13:44:16
15383,HOSTAL,2:42:49,20:10:04
15384,HOTEL,8:12:59,23:46:14
15385,HOTEL,4:20:27,20:10:05
15386,HOSTAL,0:56:50,20:38:38
15387,HOSTAL,2:05:26,19:30:09
15388,HOSTAL,7:26:25,17:08:05
15389,HOSTAL,10:28:17,15:15:19
15390,HOSTAL,8:32:32,19:19:38
15391,HOSTAL,8:47:24,15:30:19
15392,HOSTAL,1:25:29,21:22:44
15393,HOSTAL,11:52:20,23:09:28
15394,HOSTAL,2:28:57,20:58:11
15395,HOSTAL,9:02:26,22:26:57
15396,HOSTAL,5:53:41,19:19:42
15397,HOTEL,9:30:50,16:26:46
15398,HOSTAL,10:13:13,16:27:23
15399,HOTEL,11:39:56,18:11:50
15400,HOSTAL,6:42:14,15:12:47
15401,HOTEL,7:49:01,15:17:22
15402,HOTEL,11:40:08,19:43:03
15403,HOSTAL,1:47:08,15:39:27
15404,HOSTAL,7:41:44,19:43:06
15405,HOSTAL,3:13:55,13:21:44
15406,HOSTAL,7:32:05,16:26:19
15407,HOSTAL,2:48:26,17:38:46
15408,HOTEL,5:41:53,23:03:07
15409,HOSTAL,3:18:42,23:02:30
15410,HOSTAL,3:41:19,17:35:37
15411,HOTEL,4:25:18,14:03:09
15412,HOSTAL,2:49:35,19:11:04
15413,HOSTAL,5:20:56,16:55:42
15414,HOSTAL,1:00:11,13:59:31
15415,HOSTAL,2:48:51,17:06:45
15416,HOSTAL,3:33:17,18:35:01
15417,HOSTAL,4:02:21,22:30:27
15418,HOSTAL,11:03:41,21:08:24
15419,HOSTAL,9:35:02,14:39:12
15420,HOSTAL,2:52:56,22:05:15
15421,HOTEL,2:28:32,14:15:03
15422,HOTEL,8:25:58,18:03:19
15423,HOTEL,11:53:37,21:21:55
15424,HOTEL,8:19:30,23:14:54
15425,HOTEL,5:43:23,14:46:47
15426,HOTEL,3:50:41,16:07:53
15427,HOTEL,5:16:41,16:47:26
15428,HOTEL,3:59:30,13:37:19
15429,HOSTAL,1:48:06,22:29:21
15430,HOSTAL,9:50:39,16:26:03
15431,HOTEL,10:54:49,18:35:00
15432,HOTEL,0:21:24,13:24:12
15433,HOSTAL,11:57:31,14:55:16
15434,HOSTAL,7:30:21,13:03:32
15435,HOTEL,10:35:38,17:04:23
15436,HOSTAL,6:18:08,23:07:39
15437,HOTEL,4:12:09,21:59:37
15438,HOSTAL,11:57:05,23:54:22
15439,HOTEL,6:37:03,16:39:45
15440,HOSTAL,3:29:02,21:03:44
15441,HOSTAL,9:12:58,13:16:55
15442,HOSTAL,2:01:51,23:52:09
15443,HOSTAL,1:41:06,15:05:05
15444,HOSTAL,9:07:12,17:54:03
15445,HOSTAL,11:52:52,19:04:54
15446,HOSTAL,2:02:54,21:55:49
15447,HOSTAL,1:49:02,18:14:55
15448,HOTEL,2:29:52,20:35:16
15449,HOSTAL,9:57:28,21:57:29
15450,HOTEL,3:49:04,21:41:00
15451,HOTEL,4:48:38,13:36:41
15452,HOTEL,6:13:08,19:20:58
15453,HOTEL,2:31:59,18:51:24
15454,HOSTAL,2:21:37,21:27:37
15455,HOSTAL,7:08:08,18:44:03
15456,HOSTAL,2:17:38,14:03:30
15457,HOSTAL,8:58:19,15:30:06
15458,HOSTAL,6:19:46,21:19:41
15459,HOSTAL,5:20:49,17:43:13
15460,HOSTAL,7:13:34,22:15:21
15461,HOTEL,11:09:48,15:48:20
15462,HOSTAL,6:25:53,16:54:45
15463,HOSTAL,4:57:44,15:50:06
15464,HOTEL,1:52:06,18:37:21
15465,HOSTAL,4:44:01,16:42:49
15466,HOTEL,2:47:54,18:32:02
15467,HOSTAL,4:15:59,20:40:22
15468,HOTEL,2:36:10,15:12:39
15469,HOTEL,10:31:26,19:52:56
15470,HOTEL,7:34:56,19:39:01
15471,HOSTAL,0:48:01,20:16:37
15472,HOTEL,8:18:00,14:14:31
15473,HOTEL,4:20:49,13:58:59
15474,HOTEL,3:38:52,22:45:43
15475,HOSTAL,10:15:35,19:55:55
15476,HOTEL,9:20:40,14:53:01
15477,HOSTAL,2:44:33,20:31:57
15478,HOSTAL,11:32:40,14:23:34
15479,HOSTAL,5:43:33,22:54:35
15480,HOSTAL,4:01:01,17:08:12
15481,HOTEL,3:40:40,15:40:26
15482,HOSTAL,2:25:16,14:36:27
15483,HOTEL,10:54:52,20:02:25
15484,HOSTAL,7:49:38,14:53:27
15485,HOSTAL,5:16:37,22:03:50
15486,HOSTAL,8:25:14,18:45:44
15487,HOSTAL,5:06:51,18:44:43
15488,HOTEL,2:01:05,17:36:35
15489,HOTEL,10:44:04,19:40:59
15490,HOSTAL,2:16:51,20:33:26
15491,HOSTAL,3:44:40,19:10:58
15492,HOSTAL,7:15:29,15:54:18
15493,HOSTAL,0:03:52,15:53:58
15494,HOSTAL,8:50:38,19:58:51
15495,HOSTAL,1:13:46,17:20:08
15496,HOTEL,6:47:29,17:43:07
15497,HOTEL,10:35:50,23:21:10
15498,HOSTAL,3:38:23,18:04:59
15499,HOSTAL,1:03:14,22:53:07
15500,HOSTAL,4:00:36,15:42:43
15501,HOTEL,7:45:51,21:26:34
15502,HOSTAL,11:08:19,23:40:29
15503,HOSTAL,7:07:24,21:11:46
15504,HOSTAL,6:55:45,19:56:03
15505,HOSTAL,10:21:04,19:29:53
15506,HOTEL,5:31:05,22:34:31
15507,HOSTAL,9:19:43,22:22:00
15508,HOSTAL,3:59:33,14:22:02
15509,HOTEL,8:14:44,18:04:42
15510,HOSTAL,2:47:38,17:09:16
15511,HOSTAL,11:40:08,14:24:37
15512,HOTEL,0:11:44,17:08:54
15513,HOTEL,10:11:05,13:56:40
15514,HOTEL,5:42:56,22:48:00
15515,HOSTAL,7:48:05,21:04:14
15516,HOTEL,3:19:20,21:45:51
15517,HOSTAL,3:09:12,20:34:50
15518,HOSTAL,5:14:35,20:29:49
15519,HOTEL,6:47:17,20:40:19
15520,HOSTAL,2:23:14,15:51:00
15521,HOSTAL,10:13:14,16:35:07
15522,HOTEL,10:14:11,15:59:38
15523,HOSTAL,1:08:32,19:30:36
15524,HOTEL,4:18:30,20:34:42
15525,HOSTAL,5:20:20,21:15:03
15526,HOTEL,11:15:37,21:36:46
15527,HOSTAL,8:42:45,20:15:01
15528,HOSTAL,5:03:46,22:54:37
15529,HOTEL,8:26:39,16:32:21
15530,HOSTAL,0:10:06,21:47:30
15531,HOTEL,10:03:29,17:29:41
15532,HOSTAL,9:47:20,23:13:31
15533,HOTEL,2:34:26,18:51:49
15534,HOSTAL,2:36:13,23:36:48
15535,HOTEL,6:03:18,20:06:09
15536,HOSTAL,9:25:13,18:59:27
15537,HOSTAL,4:01:34,21:52:15
15538,HOTEL,1:22:55,15:27:15
15539,HOSTAL,7:00:28,16:03:22
15540,HOSTAL,6:44:58,13:53:01
15541,HOSTAL,0:19:34,22:55:29
15542,HOTEL,2:49:02,17:20:44
15543,HOSTAL,5:02:41,17:13:47
15544,HOSTAL,3:19:44,16:02:54
15545,HOSTAL,2:34:32,21:47:02
15546,HOSTAL,11:12:22,17:19:44
15547,HOTEL,0:45:48,17:23:41
15548,HOSTAL,2:39:05,21:40:58
15549,HOSTAL,6:26:53,21:55:29
15550,HOSTAL,11:37:41,17:21:01
15551,HOSTAL,7:51:43,18:38:47
15552,HOSTAL,5:36:30,14:24:05
15553,HOTEL,6:33:54,14:00:07
15554,HOSTAL,4:40:27,21:40:32
15555,HOSTAL,3:26:19,13:17:55
15556,HOTEL,6:55:58,14:42:08
15557,HOTEL,0:04:01,13:58:41
15558,HOTEL,1:17:11,16:40:39
15559,HOSTAL,5:55:04,15:17:19
15560,HOTEL,1:23:47,21:58:41
15561,HOTEL,9:15:35,14:40:31
15562,HOTEL,3:00:48,23:34:55
15563,HOSTAL,6:39:50,16:09:24
15564,HOTEL,6:30:24,16:53:36
15565,HOTEL,3:33:26,16:10:23
15566,HOTEL,7:05:57,23:09:08
15567,HOTEL,0:26:17,15:09:28
15568,HOSTAL,3:54:37,21:24:56
15569,HOSTAL,0:34:32,17:19:42
15570,HOSTAL,4:30:56,17:59:19
15571,HOTEL,1:08:02,21:41:54
15572,HOTEL,0:41:53,16:52:49
15573,HOTEL,1:17:45,20:59:56
15574,HOTEL,5:36:36,13:51:47
15575,HOSTAL,6:01:39,22:21:36
15576,HOSTAL,2:22:01,20:18:47
15577,HOTEL,8:02:47,21:11:17
15578,HOTEL,9:34:58,16:59:15
15579,HOSTAL,6:46:31,21:43:38
15580,HOTEL,3:53:20,13:50:25
15581,HOSTAL,11:49:31,16:57:28
15582,HOTEL,2:26:56,20:47:22
15583,HOTEL,7:16:16,18:41:02
15584,HOSTAL,9:00:06,14:23:38
15585,HOSTAL,8:46:26,19:09:46
15586,HOTEL,3:24:09,13:47:43
15587,HOTEL,3:56:18,22:26:14
15588,HOSTAL,2:34:19,21:25:12
15589,HOTEL,8:25:20,17:39:46
15590,HOSTAL,9:54:29,20:04:08
15591,HOTEL,8:15:25,14:14:57
15592,HOTEL,5:48:40,17:24:49
15593,HOTEL,1:38:38,22:34:54
15594,HOTEL,10:35:27,14:13:20
15595,HOSTAL,3:02:04,22:12:01
15596,HOTEL,5:14:14,18:20:52
15597,HOTEL,8:08:19,13:16:23
15598,HOSTAL,5:32:32,15:05:37
15599,HOSTAL,4:04:47,17:51:24
15600,HOTEL,9:54:56,15:03:43
15601,HOTEL,5:29:04,16:03:47
15602,HOTEL,6:44:22,19:23:48
15603,HOTEL,0:32:27,19:09:23
15604,HOTEL,0:43:57,15:30:26
15605,HOSTAL,3:23:46,23:07:07
15606,HOTEL,1:52:47,17:18:08
15607,HOSTAL,0:25:57,14:09:44
15608,HOSTAL,7:46:35,23:01:52
15609,HOSTAL,1:00:24,23:40:23
15610,HOSTAL,11:41:57,19:39:44
15611,HOSTAL,3:33:35,22:33:37
15612,HOSTAL,11:09:28,21:53:51
15613,HOTEL,9:52:59,22:20:21
15614,HOTEL,7:40:57,21:41:05
15615,HOTEL,5:36:53,19:36:14
15616,HOTEL,3:26:27,19:12:40
15617,HOSTAL,11:29:21,14:26:59
15618,HOSTAL,4:28:27,16:05:17
15619,HOTEL,8:54:08,16:51:18
15620,HOSTAL,11:55:01,21:51:14
15621,HOTEL,10:16:17,15:13:06
15622,HOTEL,4:18:16,23:02:45
15623,HOTEL,10:34:17,19:28:46
15624,HOTEL,4:30:38,17:53:53
15625,HOSTAL,8:42:34,21:05:19
15626,HOSTAL,4:30:44,23:01:12
15627,HOSTAL,6:38:27,13:25:03
15628,HOSTAL,8:27:06,15:22:11
15629,HOSTAL,1:00:15,13:51:06
15630,HOTEL,6:32:41,15:52:40
15631,HOSTAL,2:27:11,22:34:11
15632,HOSTAL,7:33:22,20:04:06
15633,HOTEL,10:04:28,13:56:29
15634,HOSTAL,5:27:00,14:04:00
15635,HOTEL,4:14:41,14:23:30
15636,HOSTAL,8:32:12,23:46:43
15637,HOTEL,10:20:08,19:23:53
15638,HOSTAL,2:58:56,17:29:22
15639,HOSTAL,3:39:40,15:11:50
15640,HOTEL,8:26:35,18:00:28
15641,HOTEL,3:55:14,15:55:33
15642,HOTEL,11:49:15,22:34:03
15643,HOTEL,8:30:54,18:23:22
15644,HOTEL,6:24:45,21:30:58
15645,HOTEL,0:07:45,19:20:46
15646,HOTEL,10:17:50,23:37:37
15647,HOSTAL,9:18:01,22:20:31
15648,HOSTAL,6:19:53,20:07:31
15649,HOSTAL,7:12:25,13:27:23
15650,HOTEL,9:57:37,22:02:42
15651,HOTEL,9:58:05,18:55:13
15652,HOTEL,9:05:01,16:38:47
15653,HOTEL,4:03:20,18:47:05
15654,HOTEL,8:47:20,16:11:08
15655,HOTEL,5:39:33,18:04:21
15656,HOTEL,10:10:25,15:03:27
15657,HOTEL,8:58:56,18:27:54
15658,HOSTAL,8:14:52,18:40:54
15659,HOSTAL,1:27:04,13:02:21
15660,HOSTAL,2:51:40,22:33:01
15661,HOSTAL,1:14:41,13:57:55
15662,HOTEL,2:10:24,19:51:45
15663,HOTEL,5:10:12,22:15:07
15664,HOSTAL,11:12:15,21:22:59
15665,HOSTAL,2:47:52,18:19:23
15666,HOSTAL,10:14:51,17:12:08
15667,HOTEL,1:54:21,13:01:58
15668,HOSTAL,5:39:39,16:16:20
15669,HOSTAL,4:34:05,23:44:39
15670,HOTEL,11:11:42,22:17:00
15671,HOSTAL,6:52:20,16:05:59
15672,HOTEL,4:06:08,18:42:18
15673,HOSTAL,9:48:54,22:07:07
15674,HOTEL,11:48:43,14:38:25
15675,HOSTAL,4:09:53,15:27:46
15676,HOTEL,5:58:56,20:30:14
15677,HOSTAL,2:23:21,14:45:22
15678,HOTEL,0:44:48,18:30:54
15679,HOTEL,2:06:31,19:34:07
15680,HOTEL,0:37:37,14:11:46
15681,HOSTAL,2:36:53,16:33:32
15682,HOTEL,9:10:47,17:57:34
15683,HOTEL,2:37:06,17:54:40
15684,HOSTAL,10:55:54,23:50:58
15685,HOSTAL,11:24:33,13:10:21
15686,HOSTAL,1:47:39,14:52:08
15687,HOTEL,9:11:20,18:03:44
15688,HOSTAL,8:25:51,17:12:00
15689,HOTEL,10:07:11,21:50:51
15690,HOSTAL,4:48:41,14:50:09
15691,HOSTAL,11:05:28,13:13:31
15692,HOSTAL,4:39:24,13:56:05
15693,HOTEL,5:24:12,16:53:50
15694,HOSTAL,11:34:08,22:03:47
15695,HOSTAL,4:53:09,21:06:50
15696,HOSTAL,4:46:17,23:44:55
15697,HOSTAL,9:40:39,15:23:28
15698,HOTEL,5:27:40,23:08:06
15699,HOSTAL,10:52:03,20:56:33
15700,HOSTAL,8:46:55,13:30:24
15701,HOTEL,10:42:44,18:54:50
15702,HOTEL,4:01:04,23:19:44
15703,HOSTAL,5:09:13,18:25:00
15704,HOSTAL,6:15:34,19:10:47
15705,HOTEL,8:12:47,23:55:17
15706,HOSTAL,7:49:30,21:44:45
15707,HOTEL,7:56:26,20:25:12
15708,HOTEL,9:24:56,19:46:28
15709,HOTEL,9:28:31,18:44:39
15710,HOSTAL,7:19:59,20:25:39
15711,HOSTAL,2:50:05,20:00:22
15712,HOTEL,9:42:19,15:16:46
15713,HOTEL,9:53:54,15:15:36
15714,HOTEL,5:12:27,23:14:38
15715,HOSTAL,3:04:00,20:34:45
15716,HOSTAL,2:57:23,17:09:29
15717,HOSTAL,8:45:51,16:14:03
15718,HOSTAL,1:59:20,17:20:31
15719,HOSTAL,2:50:45,13:41:17
15720,HOTEL,2:43:56,23:42:01
15721,HOTEL,3:44:24,16:04:34
15722,HOSTAL,2:38:01,21:19:54
15723,HOTEL,4:52:55,23:01:51
15724,HOSTAL,5:56:08,19:31:40
15725,HOSTAL,4:07:50,20:32:15
