id,tipo_habitacion,numero,capacidad
37822,SUITE,341,2
37823,SEMISUITE,624,2
37824,ESTANDAR,384,2
37825,SEMISUITE,575,3
37826,ESTANDAR,529,2
37827,ESTANDAR,681,1
37828,SUITE,719,1
37829,SUITE,544,3
37830,ESTANDAR,164,2
37831,SUITE,799,1
37832,ESTANDAR,140,4
37833,ESTANDAR,599,4
37834,SEMISUITE,506,1
37835,SEMISUITE,884,1
37836,SEMISUITE,841,2
37837,SEMISUITE,850,3
37838,SEMISUITE,853,2
37839,ESTANDAR,356,3
37840,SUITE,540,1
37841,SEMISUITE,177,4
37842,SUITE,416,2
37843,ESTANDAR,676,3
37844,ESTANDAR,360,1
37845,ESTANDAR,277,2
37846,SUITE,409,4
37847,SUITE,270,2
37848,ESTANDAR,293,2
37849,ESTANDAR,640,1
37850,SUITE,447,3
37851,SUITE,181,4
37852,SUITE,144,2
37853,SUITE,549,4
37854,SEMISUITE,131,4
37855,SEMISUITE,422,3
37856,ESTANDAR,475,1
37857,ESTANDAR,286,2
37858,ESTANDAR,284,4
37859,SEMISUITE,482,2
37860,SEMISUITE,329,3
37861,SUITE,232,2
37862,SEMISUITE,507,2
37863,SUITE,680,4
37864,ESTANDAR,380,1
37865,SUITE,440,2
37866,ESTANDAR,597,3
37867,ESTANDAR,132,1
37868,SUITE,503,2
37869,SUITE,652,2
37870,SEMISUITE,733,3
37871,ESTANDAR,768,4
37872,ESTANDAR,372,3
37873,SUITE,675,3
37874,SUITE,191,2
37875,SEMISUITE,862,2
37876,ESTANDAR,749,2
37877,SEMISUITE,438,1
37878,SEMISUITE,311,4
37879,ESTANDAR,359,1
37880,SUITE,277,3
37881,SEMISUITE,159,1
37882,SEMISUITE,270,2
37883,SEMISUITE,376,1
37884,ESTANDAR,199,2
37885,ESTANDAR,193,1
37886,ESTANDAR,663,3
37887,ESTANDAR,350,4
37888,SUITE,436,1
37889,SUITE,447,1
37890,SEMISUITE,444,3
37891,SEMISUITE,545,3
37892,SUITE,603,1
37893,SUITE,429,1
37894,ESTANDAR,283,1
37895,ESTANDAR,283,1
37896,SUITE,565,2
37897,SUITE,212,4
37898,ESTANDAR,144,2
37899,SUITE,705,4
37900,SEMISUITE,513,1
37901,SEMISUITE,563,3
37902,ESTANDAR,432,4
37903,SUITE,680,3
37904,SEMISUITE,734,4
37905,SEMISUITE,823,1
37906,SEMISUITE,757,4
37907,ESTANDAR,210,3
37908,SEMISUITE,317,2
37909,SUITE,574,4
37910,SEMISUITE,520,3
37911,ESTANDAR,745,3
37912,SEMISUITE,678,2
37913,ESTANDAR,296,3
37914,SEMISUITE,849,1
37915,SUITE,448,3
37916,ESTANDAR,609,4
37917,ESTANDAR,483,1
37918,ESTANDAR,394,4
37919,ESTANDAR,302,3
37920,SUITE,422,3
37921,SUITE,806,2
37922,SUITE,533,4
37923,ESTANDAR,782,1
37924,ESTANDAR,464,4
37925,ESTANDAR,736,4
37926,SEMISUITE,528,3
37927,ESTANDAR,420,3
37928,SEMISUITE,386,4
37929,ESTANDAR,579,4
37930,ESTANDAR,223,1
37931,SEMISUITE,732,2
37932,ESTANDAR,878,2
37933,ESTANDAR,807,4
37934,SEMISUITE,437,2
37935,SEMISUITE,583,3
37936,SUITE,295,4
37937,SEMISUITE,429,1
37938,SEMISUITE,623,3
37939,ESTANDAR,777,2
37940,SUITE,186,3
37941,ESTANDAR,226,3
37942,SEMISUITE,786,1
37943,ESTANDAR,438,2
37944,ESTANDAR,453,1
37945,SEMISUITE,362,3
37946,ESTANDAR,772,2
37947,ESTANDAR,664,2
37948,SEMISUITE,522,1
37949,SEMISUITE,474,2
37950,SUITE,695,2
37951,SEMISUITE,480,1
37952,SEMISUITE,613,1
37953,SUITE,307,3
37954,SUITE,357,4
37955,SUITE,237,1
37956,SUITE,174,2
37957,ESTANDAR,752,3
37958,SEMISUITE,366,4
37959,ESTANDAR,122,3
37960,SEMISUITE,832,3
37961,ESTANDAR,486,2
37962,ESTANDAR,553,1
37963,ESTANDAR,339,1
37964,ESTANDAR,479,1
37965,SEMISUITE,614,1
37966,SUITE,345,4
37967,ESTANDAR,603,1
37968,SEMISUITE,383,4
37969,SEMISUITE,493,2
37970,ESTANDAR,178,2
37971,SEMISUITE,841,1
37972,SEMISUITE,165,3
37973,SUITE,846,1
37974,SEMISUITE,705,4
37975,ESTANDAR,221,2
37976,SUITE,425,2
37977,ESTANDAR,267,2
37978,ESTANDAR,625,4
37979,SEMISUITE,270,1
37980,SUITE,316,4
37981,SUITE,308,2
37982,SEMISUITE,772,2
37983,SEMISUITE,250,2
37984,ESTANDAR,807,2
37985,ESTANDAR,681,3
37986,ESTANDAR,828,2
37987,SUITE,634,2
37988,SUITE,458,3
37989,SEMISUITE,202,2
37990,SEMISUITE,845,2
37991,SUITE,380,1
37992,SUITE,236,2
37993,SUITE,107,1
37994,SUITE,277,3
37995,ESTANDAR,831,4
37996,ESTANDAR,428,3
37997,ESTANDAR,386,2
37998,ESTANDAR,450,4
37999,SEMISUITE,830,2
38000,SUITE,440,3
38001,SEMISUITE,528,2
38002,ESTANDAR,855,1
38003,ESTANDAR,623,1
38004,SEMISUITE,177,2
38005,ESTANDAR,863,2
38006,SEMISUITE,456,4
38007,SEMISUITE,897,2
38008,ESTANDAR,546,3
38009,SEMISUITE,192,4
38010,SUITE,416,2
38011,SEMISUITE,184,3
38012,SUITE,238,1
38013,ESTANDAR,169,3
38014,SUITE,539,2
38015,ESTANDAR,594,2
38016,SUITE,180,1
38017,SUITE,198,2
38018,SUITE,132,3
38019,ESTANDAR,740,2
38020,SUITE,553,1
38021,ESTANDAR,427,3
38022,SUITE,578,2
38023,SEMISUITE,164,2
38024,ESTANDAR,423,3
38025,SUITE,143,4
38026,ESTANDAR,874,2
38027,SUITE,141,3
38028,SUITE,643,3
38029,SEMISUITE,516,3
38030,SUITE,619,2
38031,SUITE,499,3
38032,SUITE,312,4
38033,SUITE,739,4
38034,SUITE,803,3
38035,SEMISUITE,516,3
38036,SEMISUITE,761,3
38037,SEMISUITE,206,3
38038,SEMISUITE,261,2
38039,SUITE,173,1
38040,SEMISUITE,424,4
38041,SEMISUITE,275,2
38042,SEMISUITE,535,3
38043,SEMISUITE,382,2
38044,SUITE,205,3
38045,SUITE,155,4
38046,SUITE,557,2
38047,SUITE,614,2
38048,SUITE,260,4
38049,SUITE,810,1
38050,SEMISUITE,232,3
38051,SUITE,736,2
38052,SUITE,689,3
38053,SEMISUITE,569,3
38054,SEMISUITE,737,1
38055,SEMISUITE,822,4
38056,SUITE,125,1
38057,SUITE,865,1
38058,SUITE,614,3
38059,SEMISUITE,393,1
38060,ESTANDAR,508,3
38061,ESTANDAR,438,2
38062,ESTANDAR,432,1
38063,SEMISUITE,590,2
38064,SEMISUITE,475,1
38065,SEMISUITE,527,1
38066,SUITE,257,3
38067,ESTANDAR,343,3
38068,ESTANDAR,242,2
38069,ESTANDAR,535,2
38070,ESTANDAR,776,2
38071,SUITE,513,2
38072,SEMISUITE,467,4
38073,ESTANDAR,578,4
38074,SUITE,879,4
38075,SEMISUITE,562,2
38076,SEMISUITE,519,4
38077,SUITE,473,2
38078,ESTANDAR,492,1
38079,SUITE,159,2
38080,ESTANDAR,597,4
38081,SUITE,106,1
38082,SEMISUITE,306,3
38083,ESTANDAR,330,4
38084,SUITE,194,2
38085,ESTANDAR,208,3
38086,SEMISUITE,741,4
38087,SUITE,139,3
38088,SEMISUITE,200,4
38089,ESTANDAR,369,4
38090,SUITE,899,2
38091,SEMISUITE,712,2
38092,SUITE,526,1
38093,SEMISUITE,644,4
38094,SUITE,857,2
38095,ESTANDAR,591,4
38096,SUITE,334,3
38097,SEMISUITE,242,4
38098,SEMISUITE,145,3
38099,SUITE,832,1
38100,SEMISUITE,180,2
38101,SUITE,687,2
38102,SEMISUITE,724,3
38103,ESTANDAR,226,1
38104,SUITE,578,1
38105,ESTANDAR,747,2
38106,SUITE,709,3
38107,ESTANDAR,469,3
38108,SUITE,862,3
38109,SUITE,665,1
38110,SEMISUITE,630,3
38111,SEMISUITE,721,2
38112,SEMISUITE,254,1
38113,SEMISUITE,783,4
38114,SUITE,479,1
38115,SUITE,116,4
38116,ESTANDAR,741,1
38117,ESTANDAR,894,1
38118,SEMISUITE,239,3
38119,SUITE,375,2
38120,ESTANDAR,742,1
38121,SUITE,132,1
38122,SEMISUITE,162,4
38123,SEMISUITE,213,2
38124,SEMISUITE,397,4
38125,ESTANDAR,492,4
38126,SUITE,633,3
38127,ESTANDAR,743,1
38128,SUITE,482,4
38129,ESTANDAR,748,1
38130,ESTANDAR,167,2
38131,SUITE,509,3
38132,ESTANDAR,358,4
38133,ESTANDAR,212,4
38134,SUITE,814,3
38135,SEMISUITE,795,3
38136,SEMISUITE,302,3
38137,ESTANDAR,570,3
38138,SUITE,880,1
38139,ESTANDAR,254,4
38140,SEMISUITE,521,3
38141,ESTANDAR,524,4
38142,ESTANDAR,653,2
38143,SEMISUITE,271,2
38144,SUITE,626,4
38145,ESTANDAR,158,3
38146,SUITE,172,4
38147,SEMISUITE,328,3
38148,SEMISUITE,790,3
38149,SUITE,280,1
38150,ESTANDAR,669,1
38151,SUITE,853,3
38152,SUITE,582,1
38153,SEMISUITE,255,4
38154,SEMISUITE,214,4
38155,SEMISUITE,209,3
38156,SUITE,444,3
38157,ESTANDAR,815,4
38158,SEMISUITE,501,2
38159,SUITE,602,2
38160,ESTANDAR,803,2
38161,ESTANDAR,292,3
38162,SEMISUITE,132,3
38163,SUITE,839,4
38164,ESTANDAR,172,2
38165,SEMISUITE,726,4
38166,SEMISUITE,130,2
38167,SUITE,445,1
38168,ESTANDAR,430,4
38169,SUITE,233,3
38170,SUITE,557,3
38171,SEMISUITE,707,1
38172,SEMISUITE,874,4
38173,ESTANDAR,884,1
38174,SUITE,391,2
38175,ESTANDAR,124,1
38176,SUITE,429,2
38177,SEMISUITE,501,4
38178,ESTANDAR,860,1
38179,SUITE,219,1
38180,ESTANDAR,118,2
38181,SEMISUITE,320,4
38182,SUITE,848,4
38183,SEMISUITE,681,4
38184,SUITE,262,2
38185,SUITE,355,2
38186,ESTANDAR,234,4
38187,SEMISUITE,766,2
38188,SUITE,791,1
38189,SEMISUITE,806,1
38190,SEMISUITE,395,4
38191,SUITE,572,2
38192,ESTANDAR,285,4
38193,SUITE,575,3
38194,ESTANDAR,795,3
38195,SEMISUITE,196,3
38196,SEMISUITE,683,2
38197,ESTANDAR,514,4
38198,ESTANDAR,145,1
38199,SUITE,255,3
38200,SUITE,900,3
38201,ESTANDAR,835,4
38202,ESTANDAR,123,2
38203,SEMISUITE,427,3
38204,SEMISUITE,216,3
38205,SEMISUITE,674,4
38206,SEMISUITE,560,2
38207,SUITE,374,4
38208,SUITE,831,2
38209,ESTANDAR,845,4
38210,SUITE,271,2
38211,SEMISUITE,392,1
38212,ESTANDAR,508,2
38213,ESTANDAR,310,1
38214,SEMISUITE,786,4
38215,SEMISUITE,480,2
38216,SUITE,215,1
38217,ESTANDAR,431,1
38218,ESTANDAR,441,4
38219,SUITE,876,2
38220,ESTANDAR,292,4
38221,SEMISUITE,213,2
38222,SUITE,804,1
38223,SUITE,877,3
38224,ESTANDAR,412,3
38225,SEMISUITE,300,2
38226,SUITE,397,4
38227,SEMISUITE,595,3
38228,SEMISUITE,101,3
38229,ESTANDAR,694,2
38230,SEMISUITE,825,4
38231,SEMISUITE,347,2
38232,ESTANDAR,472,1
38233,SUITE,684,4
38234,SUITE,864,3
38235,SUITE,533,1
38236,ESTANDAR,563,3
38237,ESTANDAR,163,2
38238,SEMISUITE,894,1
38239,SUITE,363,4
38240,ESTANDAR,297,1
38241,ESTANDAR,290,2
38242,SUITE,275,2
38243,ESTANDAR,606,4
38244,SEMISUITE,342,4
38245,ESTANDAR,310,3
38246,SEMISUITE,291,1
38247,ESTANDAR,774,4
38248,SUITE,138,4
38249,ESTANDAR,642,4
38250,SUITE,124,2
38251,SEMISUITE,139,1
38252,SUITE,408,1
38253,SUITE,389,3
38254,SEMISUITE,145,1
38255,SEMISUITE,551,3
38256,ESTANDAR,402,2
38257,SEMISUITE,806,2
38258,SEMISUITE,693,4
38259,SEMISUITE,485,3
38260,SEMISUITE,449,4
38261,SEMISUITE,812,3
38262,SEMISUITE,104,2
38263,SUITE,685,3
38264,ESTANDAR,230,4
38265,ESTANDAR,585,3
38266,ESTANDAR,865,2
38267,SEMISUITE,820,1
38268,ESTANDAR,891,2
38269,SEMISUITE,300,4
38270,SEMISUITE,811,2
38271,ESTANDAR,730,1
38272,SUITE,464,2
38273,SUITE,846,4
38274,SUITE,124,4
38275,ESTANDAR,708,4
38276,SUITE,761,2
38277,ESTANDAR,706,2
38278,ESTANDAR,846,2
38279,SEMISUITE,603,4
38280,SEMISUITE,764,3
38281,ESTANDAR,507,2
38282,ESTANDAR,186,4
38283,ESTANDAR,603,4
38284,SUITE,455,4
38285,SUITE,353,1
38286,ESTANDAR,815,2
38287,SUITE,354,4
38288,SUITE,511,1
38289,SEMISUITE,466,4
38290,ESTANDAR,533,2
38291,SUITE,490,3
38292,SUITE,515,1
38293,ESTANDAR,744,2
38294,ESTANDAR,442,4
38295,SUITE,255,1
38296,ESTANDAR,379,1
38297,ESTANDAR,610,2
38298,SEMISUITE,119,3
38299,SUITE,422,3
38300,SUITE,499,3
38301,ESTANDAR,545,2
38302,SUITE,689,4
38303,SUITE,250,4
38304,ESTANDAR,174,4
38305,SEMISUITE,558,2
38306,SUITE,251,3
38307,SEMISUITE,758,3
38308,ESTANDAR,804,4
38309,ESTANDAR,461,3
38310,SEMISUITE,356,4
38311,SEMISUITE,481,1
38312,ESTANDAR,802,2
38313,ESTANDAR,193,1
38314,SUITE,455,4
38315,SUITE,281,4
38316,SEMISUITE,479,1
38317,ESTANDAR,468,1
38318,SEMISUITE,584,1
38319,ESTANDAR,489,2
38320,SUITE,560,1
38321,SEMISUITE,540,2
38322,SEMISUITE,710,1
38323,SEMISUITE,841,3
38324,SEMISUITE,718,1
38325,ESTANDAR,279,3
38326,SEMISUITE,419,1
38327,ESTANDAR,603,4
38328,SUITE,795,2
38329,SEMISUITE,691,2
38330,SUITE,351,2
38331,ESTANDAR,586,3
38332,ESTANDAR,611,2
38333,SEMISUITE,708,3
38334,SEMISUITE,227,1
38335,ESTANDAR,384,4
38336,SEMISUITE,725,1
38337,ESTANDAR,252,4
38338,SUITE,724,4
38339,ESTANDAR,103,3
38340,SUITE,722,1
38341,ESTANDAR,439,1
38342,SUITE,355,1
38343,SEMISUITE,683,2
38344,SUITE,201,4
38345,ESTANDAR,401,4
38346,SEMISUITE,894,1
38347,SUITE,448,2
38348,SEMISUITE,411,2
38349,SUITE,466,1
38350,SUITE,647,4
38351,ESTANDAR,688,2
38352,SUITE,565,2
38353,SEMISUITE,663,2
38354,SEMISUITE,212,2
38355,ESTANDAR,591,1
38356,SUITE,547,3
38357,ESTANDAR,700,4
38358,ESTANDAR,440,4
38359,SEMISUITE,182,2
38360,SUITE,563,1
38361,SUITE,405,2
38362,SUITE,639,4
38363,ESTANDAR,771,3
38364,SUITE,186,3
38365,SUITE,758,1
38366,SEMISUITE,338,2
38367,SUITE,490,3
38368,SUITE,502,3
38369,SUITE,555,2
38370,SUITE,149,4
38371,SUITE,212,4
38372,SUITE,210,4
38373,SEMISUITE,391,4
38374,SUITE,603,4
38375,SEMISUITE,823,1
38376,ESTANDAR,561,3
38377,SUITE,116,4
38378,SUITE,424,4
38379,SUITE,539,2
38380,SEMISUITE,383,3
38381,SEMISUITE,863,3
38382,SUITE,574,4
38383,SUITE,625,4
38384,SEMISUITE,429,4
38385,SEMISUITE,706,1
38386,SEMISUITE,836,1
38387,ESTANDAR,404,4
38388,SUITE,726,4
38389,ESTANDAR,801,4
38390,SUITE,273,2
38391,SUITE,839,4
38392,SUITE,238,2
38393,SUITE,560,4
38394,SEMISUITE,357,1
38395,ESTANDAR,899,1
38396,SEMISUITE,507,2
38397,ESTANDAR,431,3
38398,SUITE,251,1
38399,SEMISUITE,650,1
38400,SUITE,729,3
38401,SEMISUITE,748,4
38402,SEMISUITE,712,3
38403,SUITE,712,4
38404,SEMISUITE,869,3
38405,SUITE,618,2
38406,SUITE,457,3
38407,ESTANDAR,198,1
38408,SEMISUITE,710,2
38409,ESTANDAR,505,3
38410,SUITE,100,3
38411,SEMISUITE,383,2
38412,ESTANDAR,244,1
38413,SEMISUITE,518,2
38414,SUITE,849,4
38415,SEMISUITE,407,1
38416,SEMISUITE,433,2
38417,SEMISUITE,249,2
38418,SEMISUITE,300,4
38419,ESTANDAR,272,2
38420,SUITE,452,3
38421,SUITE,575,4
38422,SUITE,168,1
38423,ESTANDAR,677,3
38424,SEMISUITE,327,2
38425,ESTANDAR,782,1
38426,ESTANDAR,439,1
38427,SUITE,777,2
38428,SEMISUITE,409,4
38429,SEMISUITE,247,1
38430,ESTANDAR,153,1
38431,ESTANDAR,872,1
38432,SUITE,282,1
38433,ESTANDAR,111,1
38434,ESTANDAR,595,2
38435,ESTANDAR,565,2
38436,ESTANDAR,181,1
38437,SEMISUITE,662,2
38438,SEMISUITE,111,4
38439,ESTANDAR,399,2
38440,SEMISUITE,512,4
38441,ESTANDAR,680,2
38442,SUITE,217,1
38443,SUITE,322,1
38444,ESTANDAR,455,3
38445,SUITE,536,1
38446,ESTANDAR,803,1
38447,SEMISUITE,507,3
38448,SEMISUITE,474,1
38449,SUITE,433,2
38450,SUITE,475,4
38451,ESTANDAR,560,2
38452,SEMISUITE,160,1
38453,SEMISUITE,249,1
38454,ESTANDAR,165,4
38455,ESTANDAR,171,2
38456,SEMISUITE,797,2
38457,SUITE,260,4
38458,ESTANDAR,267,2
38459,SUITE,152,3
38460,SEMISUITE,171,2
38461,ESTANDAR,556,4
38462,ESTANDAR,307,2
38463,SUITE,691,3
38464,SUITE,304,1
38465,SEMISUITE,804,2
38466,ESTANDAR,248,2
38467,ESTANDAR,681,4
38468,ESTANDAR,740,1
38469,SEMISUITE,113,4
38470,SUITE,775,2
38471,ESTANDAR,626,1
38472,SEMISUITE,431,2
38473,ESTANDAR,168,3
38474,SEMISUITE,250,4
38475,SEMISUITE,709,1
38476,ESTANDAR,673,2
38477,ESTANDAR,262,4
38478,SEMISUITE,151,1
38479,SEMISUITE,397,1
38480,SUITE,853,3
38481,SEMISUITE,314,4
38482,SUITE,113,3
38483,ESTANDAR,612,2
38484,SEMISUITE,141,4
38485,SEMISUITE,708,1
38486,SEMISUITE,103,1
38487,ESTANDAR,268,3
38488,SUITE,665,1
38489,SUITE,885,3
38490,ESTANDAR,135,1
38491,SUITE,323,4
38492,SUITE,549,3
38493,ESTANDAR,770,2
38494,SUITE,420,3
38495,SUITE,399,4
38496,SUITE,652,4
38497,SUITE,551,2
38498,ESTANDAR,241,3
38499,ESTANDAR,202,3
38500,SEMISUITE,240,4
38501,SEMISUITE,491,1
38502,ESTANDAR,851,4
38503,SEMISUITE,731,4
38504,ESTANDAR,568,4
38505,ESTANDAR,367,2
38506,ESTANDAR,558,4
38507,SUITE,273,3
38508,SUITE,463,4
38509,SUITE,413,3
38510,SUITE,402,4
38511,SUITE,562,2
38512,SEMISUITE,420,2
38513,ESTANDAR,415,4
38514,ESTANDAR,892,4
38515,ESTANDAR,248,2
38516,SEMISUITE,145,3
38517,SEMISUITE,238,4
38518,SEMISUITE,292,3
38519,SEMISUITE,262,1
38520,ESTANDAR,471,3
38521,SUITE,464,4
38522,SUITE,580,2
38523,ESTANDAR,578,1
38524,ESTANDAR,197,1
38525,SUITE,724,1
38526,SUITE,233,3
38527,SUITE,409,3
38528,SUITE,810,4
38529,SEMISUITE,841,4
38530,ESTANDAR,850,3
38531,SUITE,416,1
38532,ESTANDAR,383,1
38533,ESTANDAR,381,4
38534,SEMISUITE,353,4
38535,SEMISUITE,161,2
38536,SUITE,861,3
38537,SUITE,570,3
38538,ESTANDAR,763,4
38539,SUITE,290,1
38540,ESTANDAR,719,4
38541,ESTANDAR,715,4
38542,SEMISUITE,626,2
38543,SEMISUITE,341,2
38544,SEMISUITE,716,1
38545,ESTANDAR,672,1
38546,ESTANDAR,760,2
38547,SUITE,551,1
38548,ESTANDAR,297,3
38549,SUITE,461,1
38550,ESTANDAR,832,3
38551,SEMISUITE,232,3
38552,ESTANDAR,191,1
38553,SUITE,434,1
38554,SUITE,601,1
38555,ESTANDAR,818,2
38556,SUITE,111,4
38557,ESTANDAR,146,1
38558,ESTANDAR,737,4
38559,ESTANDAR,391,2
38560,SUITE,772,3
38561,SUITE,472,4
38562,SEMISUITE,525,2
38563,ESTANDAR,262,2
38564,ESTANDAR,719,4
38565,SEMISUITE,111,1
38566,SEMISUITE,877,2
38567,ESTANDAR,260,2
38568,SUITE,725,1
38569,ESTANDAR,220,2
38570,SUITE,135,2
38571,SUITE,712,4
38572,ESTANDAR,323,4
38573,ESTANDAR,431,4
38574,SUITE,868,1
38575,ESTANDAR,884,4
38576,SEMISUITE,229,2
38577,ESTANDAR,650,1
38578,SUITE,876,3
38579,SUITE,473,1
38580,SUITE,748,3
38581,SEMISUITE,475,2
38582,SUITE,151,1
38583,ESTANDAR,696,2
38584,ESTANDAR,394,4
38585,SEMISUITE,256,3
38586,SEMISUITE,343,4
38587,SUITE,582,2
38588,SEMISUITE,429,2
38589,SUITE,270,3
38590,ESTANDAR,532,1
38591,SEMISUITE,766,1
38592,ESTANDAR,658,1
38593,SUITE,301,2
38594,SUITE,323,4
38595,SEMISUITE,278,2
38596,SUITE,379,4
38597,SEMISUITE,669,2
38598,ESTANDAR,234,3
38599,SEMISUITE,381,3
38600,SEMISUITE,149,1
38601,SUITE,289,1
38602,SEMISUITE,134,2
38603,SUITE,731,4
38604,ESTANDAR,465,1
38605,ESTANDAR,396,4
38606,SUITE,793,4
38607,SEMISUITE,252,1
38608,SEMISUITE,632,4
38609,ESTANDAR,214,2
38610,SUITE,566,2
38611,ESTANDAR,434,2
38612,ESTANDAR,575,4
38613,ESTANDAR,605,3
38614,SUITE,827,4
38615,SUITE,695,1
38616,SEMISUITE,752,4
38617,SEMISUITE,497,4
38618,SUITE,746,2
38619,SEMISUITE,709,3
38620,SUITE,214,4
38621,SUITE,536,4
38622,SUITE,643,2
38623,ESTANDAR,804,1
38624,SUITE,447,3
38625,SUITE,326,3
38626,ESTANDAR,384,2
38627,SEMISUITE,772,3
38628,ESTANDAR,526,3
38629,ESTANDAR,675,3
38630,SEMISUITE,590,4
38631,ESTANDAR,176,4
38632,ESTANDAR,794,1
38633,SEMISUITE,837,4
38634,SEMISUITE,498,1
38635,ESTANDAR,331,3
38636,SEMISUITE,564,3
38637,SEMISUITE,646,4
38638,SEMISUITE,668,2
38639,SUITE,476,2
38640,SUITE,362,3
38641,SUITE,818,2
38642,SUITE,408,4
38643,SUITE,697,4
38644,SEMISUITE,631,2
38645,SEMISUITE,340,1
38646,SUITE,786,1
38647,SUITE,225,4
38648,ESTANDAR,243,1
38649,SUITE,380,4
38650,SUITE,883,1
38651,SUITE,732,2
38652,SEMISUITE,634,4
38653,SEMISUITE,122,4
38654,SUITE,749,4
38655,ESTANDAR,211,3
38656,SEMISUITE,763,3
38657,SEMISUITE,304,2
38658,ESTANDAR,194,3
38659,SUITE,661,1
38660,SUITE,265,3
38661,SUITE,609,2
38662,SEMISUITE,182,4
38663,SEMISUITE,828,1
38664,SUITE,550,3
38665,SEMISUITE,718,3
38666,SEMISUITE,662,3
38667,ESTANDAR,412,3
38668,SEMISUITE,880,3
38669,ESTANDAR,380,4
38670,SUITE,750,3
38671,ESTANDAR,856,3
38672,ESTANDAR,500,3
38673,ESTANDAR,596,1
38674,SEMISUITE,739,1
38675,SEMISUITE,671,4
38676,ESTANDAR,267,4
38677,SUITE,519,1
38678,SUITE,812,4
38679,SUITE,604,1
38680,SUITE,759,2
38681,ESTANDAR,427,1
38682,SEMISUITE,115,1
38683,ESTANDAR,526,4
38684,SUITE,549,3
38685,SUITE,545,1
38686,SUITE,100,3
38687,ESTANDAR,628,2
38688,SEMISUITE,660,3
38689,SEMISUITE,142,2
38690,ESTANDAR,222,1
38691,SUITE,146,3
38692,SEMISUITE,608,4
38693,ESTANDAR,673,2
38694,SEMISUITE,746,1
38695,SUITE,634,1
38696,SUITE,109,1
38697,ESTANDAR,721,2
38698,SEMISUITE,354,3
38699,SUITE,174,1
38700,ESTANDAR,242,2
38701,SUITE,741,3
38702,SEMISUITE,227,2
38703,SUITE,742,4
38704,SEMISUITE,317,1
38705,ESTANDAR,175,1
38706,ESTANDAR,452,2
38707,SEMISUITE,481,1
38708,ESTANDAR,343,1
38709,SEMISUITE,280,3
38710,ESTANDAR,417,1
38711,SUITE,442,4
38712,ESTANDAR,102,3
38713,SUITE,612,4
38714,ESTANDAR,421,2
38715,ESTANDAR,829,4
38716,SEMISUITE,670,1
38717,SUITE,321,4
38718,SEMISUITE,478,1
38719,SEMISUITE,553,2
38720,SEMISUITE,103,3
38721,ESTANDAR,208,3
38722,SEMISUITE,838,1
38723,ESTANDAR,298,1
38724,ESTANDAR,369,3
38725,ESTANDAR,348,3
38726,SUITE,570,3
38727,SEMISUITE,880,3
38728,SEMISUITE,483,4
38729,SEMISUITE,333,2
38730,ESTANDAR,126,1
38731,ESTANDAR,228,4
38732,SEMISUITE,667,1
38733,SEMISUITE,432,3
38734,SUITE,801,2
38735,ESTANDAR,593,4
38736,ESTANDAR,736,4
38737,SUITE,240,3
38738,SUITE,647,4
38739,SUITE,227,1
38740,SEMISUITE,876,3
38741,SEMISUITE,638,3
38742,SUITE,550,1
38743,SEMISUITE,202,3
38744,SUITE,717,4
38745,ESTANDAR,548,4
38746,SEMISUITE,164,1
38747,ESTANDAR,805,3
38748,ESTANDAR,786,2
38749,SUITE,259,3
38750,ESTANDAR,410,4
38751,SUITE,459,3
38752,SUITE,282,4
38753,SEMISUITE,850,3
38754,ESTANDAR,684,1
38755,SEMISUITE,412,2
38756,SEMISUITE,892,4
38757,SUITE,485,3
38758,SUITE,102,4
38759,SEMISUITE,234,2
38760,ESTANDAR,823,3
38761,SUITE,719,2
38762,SEMISUITE,771,4
38763,SEMISUITE,449,3
38764,ESTANDAR,340,4
38765,SEMISUITE,539,2
38766,SUITE,404,4
38767,SUITE,102,1
38768,SUITE,871,2
38769,SEMISUITE,535,3
38770,SUITE,499,1
38771,ESTANDAR,805,4
38772,ESTANDAR,301,1
38773,SUITE,880,4
38774,SUITE,707,1
38775,SEMISUITE,886,3
38776,ESTANDAR,879,1
38777,SUITE,144,1
38778,SUITE,610,4
38779,SUITE,831,4
38780,SUITE,595,1
38781,ESTANDAR,277,1
38782,SEMISUITE,352,2
38783,SUITE,360,2
38784,SEMISUITE,648,3
38785,SUITE,308,2
38786,ESTANDAR,310,3
38787,ESTANDAR,231,3
38788,ESTANDAR,384,4
38789,SUITE,218,3
38790,ESTANDAR,431,3
38791,ESTANDAR,658,3
38792,SUITE,126,3
38793,SUITE,136,2
38794,SUITE,457,2
38795,SEMISUITE,676,3
38796,ESTANDAR,891,4
38797,SEMISUITE,900,1
38798,ESTANDAR,782,1
38799,ESTANDAR,243,1
38800,SUITE,264,3
38801,SUITE,684,4
38802,SUITE,100,1
38803,SEMISUITE,566,3
38804,SEMISUITE,554,4
38805,ESTANDAR,621,3
38806,ESTANDAR,418,3
38807,SUITE,509,1
38808,ESTANDAR,202,1
38809,ESTANDAR,709,4
38810,SEMISUITE,837,4
38811,ESTANDAR,715,1
38812,SEMISUITE,559,1
38813,SUITE,546,3
38814,SUITE,869,4
38815,ESTANDAR,322,4
38816,SUITE,672,4
38817,SUITE,605,1
38818,SEMISUITE,428,2
38819,SEMISUITE,747,2
38820,SEMISUITE,879,4
38821,SEMISUITE,153,1
38822,SEMISUITE,134,2
